Area,Avg Temp,Avg Humidity,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,LST_C,District,Crop Name,pH_Suitability,Dominant_Soil_Texture,Water_Availability_Cat,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Season,Transplant,Growth,Harvest,Yield
7704,20.2,71.86174960123937,0,25.2,14.6,79.5779290246402,67.17932581855476,0.27449778214748083,0.8929257755079113,0.4548661361581973,10.864800207554007,0.40303114748326924,0.5302930007091625,0.2981355684384028,0.10868866153530275,0.24894544802781263,0.3010686463589026,948.6096683238225,5.572685794750932,12.675670236524628,1.1988069598056101,30.32,33.82,35.86,1.2963267121064672,10.573570776215732,0.20390427358460259,0.21234639748577616,0.024170242967398246,1.0586492339078701,85.09,0.0,1.4740263347612332,6.766578612367918,6.467898354048444,24.569894035682342,Rangpur,Ginger,Optimal,Loamy,Moderate,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
1,29.0,74.00734719278445,59439,40.8,19.8,79.98719603938146,69.86336601020845,0.32886691906990495,0.9049742342390834,0.3572103198240587,20.288496934939253,0.2690509251688552,0.3912043359235589,0.0680037913572104,0.15370493791500656,0.329316631873937,0.6002995825728699,791.2035642182096,6.017051659354489,15.981926020753603,1.417335452297228,37.18,25.69,37.13,1.2807686907031028,11.276036308024313,0.22412971903886178,0.28269803809849364,0.020295231218152084,1.1186544199029917,907.84,43.145311725463856,1.9902270078836022,6.6983800256608745,32.53875071714257,29.305086137467406,Dinajpur,Ripe Papaya,Optimal,Loamy,Moderate,High Risk,1,1,0,Kharif 1,April,April To May,April To May,59439.0
1047,28.0,48.50854210106233,13740,30.3,25.6,65.71146740165163,45.28934602309931,0.43349364723596834,2.087956162848751,0.6111129029556807,25.412516702029603,0.4655923810720077,0.702126912889002,0.16962583120337865,0.2383546671138698,0.5032124994405831,0.5165274350130341,578.0934466887884,5.655154523975734,21.10483947402048,1.5965728295649095,34.85,26.25,38.9,1.2899185364524863,13.218839180528878,0.3240119647457698,0.351046191363034,0.016894849001902298,1.0157705807181292,1338.61,0.0,1.8836319885984605,7.564177877453773,48.75172283608305,29.036888597640942,Feni,Gram,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,August,Sep To Oct,Nov,13.1232
1,20.9,69.88446590784207,0,29.9,12.2,75.4381135256264,63.83199923890574,0.3033980704720282,2.2622794688515446,0.5180906808351906,25.40233871475238,0.4098110072287118,0.5249100645225667,0.27869531242948864,0.12433043266705138,0.283458677630644,0.3327042803796196,683.0320126342061,5.894795655953377,20.083078917639153,1.990713816869991,32.28,24.24,43.48,1.2720941362271752,10.088380734311613,0.3804642741863337,0.43345312577456613,0.04836700329764984,1.1360310706652075,1080.92,1.4693142917285569,1.675571096910562,6.559724176512143,44.035596512704274,27.355084328831452,Khulna,Palong Shak,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,August,Sep To Jan,Feb,0.0
10608,23.3,74.82057605379258,21547,31.6,15.8,83.95752757620274,67.66701020849769,0.3572922137782499,1.5776952261913784,0.5026267619728134,24.12760081196061,0.42849428971400366,0.6399444485569213,0.10174737009479073,0.2573840886649252,0.547619005319233,0.5697761940097622,700.0142498298688,5.689964929467612,17.205950168779747,1.8648486551615087,25.48,35.29,39.23,1.320831065770672,9.226459273870455,0.2780631501522852,0.31772344813632425,0.05448623943860808,1.2437033920383214,2272.77,0.0,3.67252474100149,10.348978537580633,79.6563248774908,27.351866835948076,Patuakhali,Gourd,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,July,Aug To Jan,Jan To March,2.0312
8491,27.7,70.38569390650784,50469,36.0,20.7,86.60083257500804,54.95188379455762,0.4839369405117517,2.3901711218726924,0.5577879562380279,17.226279713967486,0.36660695528872494,0.6119621062750354,0.2098432771594394,0.17701510957267994,0.4005798099747145,0.47511760423689114,860.7239916684297,5.661016232873606,24.54767927985573,2.0470812961741935,32.39,27.9,39.71,1.2518194582649667,11.991550763388382,0.243597428549362,0.28553187468350333,0.037575391715736456,1.2037013029281975,1205.62,4.27732986418998,3.014204107518281,6.173983066726774,43.12887976361574,29.067893203510216,Rangamati,Maize 1,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,March,April To May,June To July,5.9438
1,25.1,71.90658897928968,1692,30.1,20.6,85.10849106353528,59.30575681335591,0.227516536075622,0.6677820034441432,0.25279725279930493,23.484145289008733,0.18201895675839272,0.26094341331860227,0.0326220905799313,0.08919872593981072,0.20303023703344103,0.4955949445333584,988.4305716700213,5.611081075327788,18.570858866439426,2.0006459128031953,32.07,34.74,33.19,1.305693426740546,9.282431612508061,0.33769595175597233,0.33883090117228964,0.007903379268182999,1.0636714216154912,1572.26,16.59117195378263,2.0758493789484356,6.392824693481358,54.16415398535286,27.439385786704406,Kurigram,Guava,Optimal,Loamy,Optimal,High Risk,0,0,0,Kharif 1,April,April To May,June,1692.0
3510,25.3,70.39292640805199,17612,30.2,19.5,84.02303975658843,58.64322897153582,0.47368716072327244,2.4249608392801485,0.5643513584346843,17.20176460539777,0.3564574045570395,0.6034355612260285,0.2317102992128575,0.17435239731951452,0.3757828939941803,0.5275654662170791,857.6170245954615,5.725316656132559,24.03718546417279,2.09563596981865,32.36,27.41,40.23,1.2509009377214673,11.470114948567568,0.34087434347435885,0.36622356714868515,0.018856326044080756,1.077582192273334,1205.62,4.1903431320179285,2.8028339983012,6.314915519774732,42.906932900227766,28.59537907778073,Rangamati,Green Papaya,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 1,June,June To August,August To September,5.0177
4692,29.6,66.70558805863496,27670,35.2,23.3,85.13531430411778,49.69321991840467,0.31314437832961645,1.0006783997399094,0.3523034586360275,22.1170636434901,0.2591123706010565,0.39601699683690467,0.12565666601668052,0.11647484395673076,0.29379357819787183,0.45511655695911085,1061.725637544447,6.202554425527039,17.327525342152658,1.6661314072220994,35.08,21.24,43.68,1.3021392973914676,10.399855177715198,0.24221799677924455,0.23062015423477022,0.028732392861162245,1.2068908683746868,895.25,43.24788196868494,2.3682066164851237,6.8710064742743135,33.564944126831165,28.958079520238158,Bogura,Guava,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,April To May,June,5.8973
1,27.1,72.08740045946733,12557,35.0,20.8,85.70886788406858,61.14587689645139,0.4575426574330874,2.2539535951689715,0.6015579999405698,24.981508239686807,0.48637059522611475,0.6598716459882379,0.24578653859476018,0.1931227578248362,0.41268612479011835,0.3988931476721291,571.5759579774704,6.307920839005605,14.399794089074172,1.3778501052610856,37.61,23.55,38.84,1.2970606358494037,10.45091482309361,0.253886373533059,0.2636305604536191,0.030928775933670914,1.2470083755922523,1450.75,0.2932883996820137,2.3889498851205464,10.782210478931093,56.302532359855476,28.605159851855785,Chattogram,Patal,Optimal,Loamy,Optimal,Low Risk,0,0,1,Kharif 2,August,Sep To Jan,Jan To March,12557.0
1,23.7,70.92841625784632,0,29.8,20.4,83.99494197297182,60.88760639809164,0.3401908774945562,1.0908634190349449,0.3665426110538828,20.969976048526917,0.32277165458857204,0.4594898196338069,0.17854450706122085,0.1447781255912687,0.33434522076107703,0.44343042748832046,844.4387091083232,5.860134371885637,20.30029349025962,1.7680320333985617,31.16,33.17,35.67,1.2994029032679488,11.481858420425684,0.31092335805423,0.31484277578103853,0.00406564606590906,1.0163035758544134,1043.06,48.78798413185253,2.6413296937915907,6.4373365423975235,35.1007398592769,30.630816363949855,Thakurgaon,Kakrol,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,May To July,July To Sep,0.0
9283,18.4,66.673347619112,0,22.2,14.9,85.78180525097879,46.354158414131405,0.32178137557668157,1.2872247332815498,0.4482109162339617,25.51700683811213,0.3474400406476174,0.4740954760490517,0.16604670194177287,0.14080249424704014,0.33557891642557774,0.41936931823998724,791.9487668409877,5.729398606269781,19.017406307238232,1.9404301817901275,33.36,33.28,33.36,1.3027364429356452,9.800613536991001,0.22359450095720643,0.258497844093252,0.042990414188453285,1.2560284239580923,993.02,0.0,1.7029932947201472,5.836208627581283,40.68629446836284,27.329705663533947,Kurigram,Carrot,Optimal,Loamy,Optimal,Low Risk,0,0,0,Kharif 2,October,Nov To Feb,March,0.0
1,24.5,72.93241699775189,10832,33.6,16.5,85.40607707733899,59.503538874684466,0.4111509515095366,1.1345891483325221,0.4193577905158955,14.07638868689905,0.3711245690158859,0.4816376095455925,0.30626303716389836,0.08973983474189949,0.1531534992937708,0.23079375774229735,879.4930755707229,5.939859176615136,22.918398000840362,1.9297061595865248,30.36,19.66,49.98,1.2793792823997516,11.876625820457065,0.23526718496358257,0.2612194625184926,0.040843086939593404,1.2045360879424272,558.92,43.24198558942399,2.526213879742403,6.031720113806994,18.12604385164458,28.06219986871836,Magura,Aus,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,March,April To July,Aug,10832.0
8736,20.2,72.16367102061649,0,25.1,13.9,79.16555058577957,65.50399446276953,0.2859333133863972,1.0138354842313748,0.45049371033943114,11.002927415218188,0.37553724063797267,0.49396476952901364,0.29692837468120614,0.0689748722852317,0.16164569605671222,0.18310925326340144,948.7005466648117,5.854809448676999,16.918672602893974,1.5129625437177838,30.02,30.15,39.83,1.3391600444561655,11.182479482486018,0.20653813459549428,0.24201621726500325,0.04778810794713719,1.3074721200062998,85.72,0.0,1.2892195493290424,4.242538102857933,4.768461830536198,24.634820635923404,Sirajganj,Ginger,Optimal,Loamy,Moderate,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
17232,30.7,80.71807280480714,19835,39.0,24.0,90.95631650436648,70.69350828306519,0.30985588187648894,0.9400792917658249,0.3293628132253737,21.740681872150127,0.2559236076880312,0.40914527035927123,0.1270576074465307,0.11241862689367312,0.285515787395466,0.4557271708524275,1043.7374193022185,6.189992212288424,17.64463531842859,1.6651866546683034,35.44,21.65,42.91,1.2986909921583973,10.596190684667306,0.19034848472843807,0.20441994284902654,0.020201157819906702,1.1923076062921976,895.25,43.04072497714618,2.4086264936368247,6.751360470903618,30.37545386728505,28.921758077445734,Bogura,Ripe Papaya,Optimal,Loamy,Moderate,High Risk,1,1,0,Kharif 1,April,April To May,April To May,1.1511
16338,29.4,75.71328447668034,17943,38.2,20.4,83.5780926983337,70.63336402272117,0.2880228511737765,0.9461977957334692,0.3073533235047833,22.735433186978216,0.24443100838432436,0.3950688430991104,0.126074963286884,0.12815951329567454,0.27599720474803974,0.4151856072480677,867.9836489458166,5.680523334915479,24.90475664711837,3.1750035157204017,33.16,35.4,31.44,1.2876450091196066,7.8440091558347556,0.2589930421144349,0.2561396650265245,-0.021802168423777087,0.9852794539556897,1572.26,17.85842521951682,2.065673801976418,7.035554131526601,58.331406574593004,29.35312791128047,Lalmonirhat,Jute,Optimal,Loamy,Optimal,High Risk,0,0,0,Kharif 1,March,April To Aug,Sep,1.0982
4638,20.1,62.446309475139344,0,24.4,15.3,70.37616812144844,56.52009977090053,0.2994615767553245,1.181670775484476,0.4487048930502342,11.171318123598677,0.43410632600494453,0.6248446097959403,0.22544019724583447,0.18828324446250475,0.3890057596617688,0.427681522301441,721.2369478468463,5.912312387822701,15.325042634933228,1.5588158017388138,33.71,29.95,36.34,1.33115920727473,9.831208163170137,0.2942559767054437,0.3319657755634541,0.014860103664276356,1.0534319222933815,91.4,0.0,1.2496965083088538,3.4953195432806603,3.4343362165936453,24.446372515686885,Sunamganj,Onion,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
1,23.0,70.68376933001008,0,30.2,14.9,76.16651885422134,64.7762136427604,0.3655350175974783,1.3450716043801705,0.4710182387199675,25.4461729467594,0.41103447575024127,0.5565888518863316,0.2084406887820923,0.1531296857472824,0.3422774413497465,0.3920784704405756,805.1684699744462,6.120425681166003,19.39239295771389,1.554062844616597,36.44,17.37,46.19,1.291498446680651,12.478512709373856,0.239521478491829,0.27310675697850534,0.018534903780310558,1.151835334760505,772.89,9.25752160473746,2.212044364063772,8.155038875348128,31.06504466495602,28.696542206456304,Rajshahi,Black Berry,Optimal,Loamy,Optimal,Moderate Risk,0,0,0,Kharif 2,June,July To August,June To September,0.0
17810,24.8,72.0617814804936,0,39.6,10.8,84.94641402128242,60.289621286945355,0.3023556091040399,0.914031782120463,0.3019712607015352,22.885626234104087,0.2518567388989575,0.4253923084712208,0.13299854629322153,0.11798889163201567,0.2655194188496789,0.48420589293013877,851.5327955654316,5.7039341601688545,25.24431623331255,3.187004431144411,32.86,36.37,30.77,1.2896679646957732,7.921016985924821,0.23572812874142896,0.23594517814110474,-0.012675732645025015,0.980057501455943,1572.26,15.64454462415321,2.0173442986027075,7.2394228628142425,58.294454115146095,29.393309534572705,Lalmonirhat,Date Palm,Optimal,Loamy,Moderate,High Risk,0,0,0,Kharif 1,April,April To May,Feb To March,0.0
1,22.3,80.26484771354724,16789,29.5,15.9,88.7332260353812,72.83935781887197,0.4428888741926671,1.6678352207854457,0.5453580151587094,25.190408698770295,0.4676602459408658,0.6611888809491651,0.25885932959420105,0.17718710682544675,0.38744507130551753,0.3734765152381372,648.5693442768243,5.592676960122582,12.896977164128769,1.2657930809580527,30.13,32.82,37.05,1.305194289661149,10.188851051680038,0.1774844345889856,0.22423337950314084,0.01004091867099446,1.1469455843019805,910.51,0.0,2.028904058688987,7.041508786742641,31.924136270268548,28.20601572513955,Rangpur,Rape & Mustard,Optimal,Loamy,Moderate,Low Risk,0,0,0,Kharif 2,October,Nov To Feb,Feb To April,16789.0
1,19.7,59.22115335428446,0,23.5,15.0,67.31880861743522,51.39229546925961,0.31124694337808173,1.0745374642751262,0.5018245538528547,12.555078612654718,0.42965812660075936,0.5191970199632274,0.4102072295061519,0.03635803570397644,0.08863699912031357,0.14296416124084807,789.8907371203032,5.68561546507802,21.23898827088759,1.7018070909044822,35.05,25.99,38.96,1.291408955421065,12.480256066860916,0.1576658981843166,0.21110765538603335,0.04740504545454174,1.4537605228247945,89.25,0.0,1.2691749880698626,3.6069971392427673,5.55360755497011,26.084756895996957,Feni,Boroi,Optimal,Loamy,Moderate,Low Risk,0,0,0,Rabi,December,December To February,February To March,0.0
1,30.5,78.81195018371638,0,34.5,25.1,90.30531016735848,66.84970449976343,0.3222727710531538,1.1880742756983453,0.4666761763244402,25.227145892547995,0.3419430346331238,0.459045624638341,0.16348228307296875,0.13152329417872557,0.29849882969599884,0.38923592141488444,903.6651751208302,5.5006211178143465,13.793582058747278,1.2171927426074074,40.32,25.3,34.38,1.321349113246458,11.332290750599926,0.25049487514336627,0.27925112457778495,0.041327126767187125,1.1954433042478911,1137.55,0.2671989635296604,1.9796221081890055,7.460892991501688,42.341984410270804,28.887867278308526,Dhaka,Green Palmyra,Acidic,Clayey,Optimal,Low Risk,0,0,0,Kharif 2,April,August To October,May,0.0
1,26.2,87.53019853165884,0,28.2,23.7,89.78708795644873,83.3767202206085,0.26214069418741887,0.7496448279475744,0.38490929765773835,9.923426454998502,0.3748544564044975,0.46882326952076436,0.31670735164601377,0.05419903786815297,0.1272145051433184,0.15000054468905202,728.6752487717392,5.693621343500509,15.186789408293606,1.6369655133600938,34.3,30.82,34.88,1.2932097994923573,9.277403393258213,0.2848900897114604,0.295513303880086,0.028123470870288058,1.1742786492219528,96.21,0.0,1.398857811019865,3.954205575448884,3.532638794032127,25.933560039042,Narayanganj,Groundnut,Optimal,Loamy,Optimal,Low Risk,0,0,0,Rabi,October,Nov To March,March To April,0.0
2966,27.0,77.77567172713819,0,29.6,22.3,89.44926594182857,64.7746944853762,0.3521667093811921,1.0534581519933393,0.365964223335359,18.110177379933365,0.2525720437698701,0.3366339140407447,0.10404103715928127,0.10842565256762271,0.22826750366975251,0.41652191059682336,979.0889204542801,5.761839748104556,17.980400835077365,1.5179677153166808,32.54,28.73,38.73,1.300629536401077,11.845048253431573,0.3415197123719126,0.35833737082369355,0.006859020500109599,1.0860624765907398,1043.06,54.9445955785664,2.643460704346594,6.361307679050107,40.69518518062561,30.222528493607538,Gazipur,Jambura,Optimal,Loamy,Optimal,High Risk,1,1,0,Kharif 1,April,April To May,May To June,0.0
