agg_level_desc,asd_desc,commodity_desc,state_alpha,freq_desc,country_code,domain_desc,watershed_code,county_ansi,group_desc,end_code,state_ansi,begin_code,sector_desc,zip_5,year,Value,unit_desc,location_desc,asd_code,reference_period_desc,watershed_desc,util_practice_desc,county_name,country_name,region_desc,class_desc,load_time,prodn_practice_desc,state_fips_code,week_ending,short_desc,statisticcat_desc,congr_district_code,state_name,domaincat_desc,source_desc,CV (%),county_code
STATE,,CORN,IA,ANNUAL,9000,CHEMICAL,00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2013,                 (D),ACRES,IOWA,,YEAR,,SILAGE,,UNITED STATES,,ALL CLASSES,2012-12-31 00:00:00.000,"IRRIGATED, CHEMIGATION",19,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",TREATED,,IOWA,CHEMICAL: (TOTAL),CENSUS,,
STATE,,CORN,IA,ANNUAL,9000,FERTILIZER,00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2013,                 (D),ACRES,IOWA,,YEAR,,SILAGE,,UNITED STATES,,ALL CLASSES,2012-12-31 00:00:00.000,"IRRIGATED, CHEMIGATION",19,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",TREATED,,IOWA,FERTILIZER: (TOTAL),CENSUS,,
STATE,,CORN,IA,ANNUAL,9000,CHEMICAL,00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2013,2,OPERATIONS,IOWA,,YEAR,,SILAGE,,UNITED STATES,,ALL CLASSES,2012-12-31 00:00:00.000,"IRRIGATED, CHEMIGATION",19,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",TREATED,,IOWA,CHEMICAL: (TOTAL),CENSUS,,
STATE,,CORN,IA,ANNUAL,9000,FERTILIZER,00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2013,2,OPERATIONS,IOWA,,YEAR,,SILAGE,,UNITED STATES,,ALL CLASSES,2012-12-31 00:00:00.000,"IRRIGATED, CHEMIGATION",19,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",TREATED,,IOWA,FERTILIZER: (TOTAL),CENSUS,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,13,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,9,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,10,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,5,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,3,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (MEFENTRIFLUCONAZOLE = 122000)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,5,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,1,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,13,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,9,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,11,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,7,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,9,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,6,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,8,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2016,12,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2016-08-31 14:19:39.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,9,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2010,8,"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2012-01-01 00:00:00.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2021,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2021-05-13 15:00:30.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2014,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2014-05-14 15:12:54.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",SURVEY,,
STATE,,CORN,IA,ANNUAL,9000,"CHEMICAL, FUNGICIDE",00000000,,FIELD CROPS,00,19,00,ENVIRONMENTAL,,2018,                 (D),"PCT OF AREA PLANTED, AVG",IOWA,,YEAR,,ALL UTILIZATION PRACTICES,,UNITED STATES,,ALL CLASSES,2018-05-10 15:16:25.000,ALL PRODUCTION PRACTICES,19,,"CORN - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG",TREATED,,IOWA,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",SURVEY,,
