state_ansi,reference_period_desc,util_practice_desc,state_alpha,county_ansi,year,load_time,region_desc,county_name,end_code,domain_desc,sector_desc,state_name,asd_desc,Value,unit_desc,asd_code,freq_desc,group_desc,agg_level_desc,location_desc,class_desc,domaincat_desc,prodn_practice_desc,CV (%),country_code,congr_district_code,watershed_code,source_desc,state_fips_code,commodity_desc,country_name,watershed_desc,short_desc,week_ending,county_code,begin_code,zip_5,statisticcat_desc
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2024,2024-05-06 16:00:00.000,,,18,TOTAL,CROPS,IOWA,,47,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-05-05,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2024,2024-05-13 16:00:00.000,,,19,TOTAL,CROPS,IOWA,,57,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-05-12,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2024,2024-05-20 16:00:00.000,,,20,TOTAL,CROPS,IOWA,,78,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-05-19,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2024,2024-05-28 16:00:00.000,,,21,TOTAL,CROPS,IOWA,,88,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-05-26,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2024,2024-06-03 16:00:00.000,,,22,TOTAL,CROPS,IOWA,,93,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-06-02,,22,,PROGRESS
19,WEEK #23,ALL UTILIZATION PRACTICES,IA,,2024,2024-06-10 16:00:00.000,,,23,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2024-06-09,,23,,PROGRESS
19,WEEK #13,ALL UTILIZATION PRACTICES,IA,,2023,2023-04-03 16:00:00.000,,,13,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-04-02,,13,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2023,2023-04-10 16:00:00.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-04-09,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2023,2023-04-17 16:00:00.000,,,15,TOTAL,CROPS,IOWA,,7,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-04-16,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2023,2023-04-24 16:00:00.000,,,16,TOTAL,CROPS,IOWA,,10,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-04-23,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2023,2023-05-01 16:00:00.000,,,17,TOTAL,CROPS,IOWA,,29,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-04-30,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2023,2023-05-08 16:00:00.000,,,18,TOTAL,CROPS,IOWA,,70,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-05-07,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2023,2023-05-15 16:00:00.000,,,19,TOTAL,CROPS,IOWA,,86,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-05-14,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2023,2023-05-22 16:00:00.000,,,20,TOTAL,CROPS,IOWA,,95,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-05-21,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2023,2023-05-30 16:00:00.000,,,21,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-05-28,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2023,2023-06-05 16:00:00.000,,,22,TOTAL,CROPS,IOWA,,100,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-06-04,,22,,PROGRESS
19,WEEK #23,ALL UTILIZATION PRACTICES,IA,,2023,2023-06-12 16:00:00.000,,,23,TOTAL,CROPS,IOWA,,100,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2023-06-11,,23,,PROGRESS
19,WEEK #13,ALL UTILIZATION PRACTICES,IA,,2022,2022-04-04 16:00:04.000,,,13,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-04-03,,13,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2022,2022-04-11 16:00:03.000,,,14,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-04-10,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2022,2022-04-18 16:00:04.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-04-17,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2022,2022-04-25 16:00:04.000,,,16,TOTAL,CROPS,IOWA,,2,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-04-24,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2022,2022-05-02 16:00:04.000,,,17,TOTAL,CROPS,IOWA,,9,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-05-01,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2022,2022-05-09 16:00:04.000,,,18,TOTAL,CROPS,IOWA,,14,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-05-08,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2022,2022-05-16 16:00:04.000,,,19,TOTAL,CROPS,IOWA,,57,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-05-15,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2022,2022-05-23 16:00:04.000,,,20,TOTAL,CROPS,IOWA,,86,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-05-22,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2022,2022-05-31 16:00:04.000,,,21,TOTAL,CROPS,IOWA,,94,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-05-29,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2022,2022-06-06 16:00:05.000,,,22,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-06-05,,22,,PROGRESS
19,WEEK #23,ALL UTILIZATION PRACTICES,IA,,2022,2022-06-13 16:00:04.000,,,23,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2022-06-12,,23,,PROGRESS
19,WEEK #13,ALL UTILIZATION PRACTICES,IA,,2021,2021-04-05 18:56:29.000,,,13,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-04-04,,13,,PROGRESS
19,WEEK #14,ALL UTILIZATION PRACTICES,IA,,2021,2021-04-12 16:00:24.000,,,14,TOTAL,CROPS,IOWA,,1,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-04-11,,14,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2021,2021-04-19 16:00:21.000,,,15,TOTAL,CROPS,IOWA,,4,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-04-18,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2021,2021-04-26 16:00:17.000,,,16,TOTAL,CROPS,IOWA,,20,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-04-25,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2021,2021-05-03 16:00:20.000,,,17,TOTAL,CROPS,IOWA,,69,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-05-02,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2021,2021-05-10 16:00:18.000,,,18,TOTAL,CROPS,IOWA,,86,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-05-09,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2021,2021-05-17 16:00:14.000,,,19,TOTAL,CROPS,IOWA,,94,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-05-16,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2021,2021-05-24 16:00:16.000,,,20,TOTAL,CROPS,IOWA,,97,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-05-23,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2021,2021-06-01 16:00:12.000,,,21,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2021-05-30,,21,,PROGRESS
19,WEEK #15,ALL UTILIZATION PRACTICES,IA,,2020,2020-04-13 16:00:09.000,,,15,TOTAL,CROPS,IOWA,,0,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-04-12,,15,,PROGRESS
19,WEEK #16,ALL UTILIZATION PRACTICES,IA,,2020,2020-04-20 16:00:19.000,,,16,TOTAL,CROPS,IOWA,,2,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-04-19,,16,,PROGRESS
19,WEEK #17,ALL UTILIZATION PRACTICES,IA,,2020,2020-04-27 16:00:09.000,,,17,TOTAL,CROPS,IOWA,,39,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-04-26,,17,,PROGRESS
19,WEEK #18,ALL UTILIZATION PRACTICES,IA,,2020,2020-05-04 16:00:12.000,,,18,TOTAL,CROPS,IOWA,,78,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-05-03,,18,,PROGRESS
19,WEEK #19,ALL UTILIZATION PRACTICES,IA,,2020,2020-05-11 16:00:10.000,,,19,TOTAL,CROPS,IOWA,,91,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-05-10,,19,,PROGRESS
19,WEEK #20,ALL UTILIZATION PRACTICES,IA,,2020,2020-05-18 16:00:09.000,,,20,TOTAL,CROPS,IOWA,,96,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-05-17,,20,,PROGRESS
19,WEEK #21,ALL UTILIZATION PRACTICES,IA,,2020,2020-05-26 16:00:11.000,,,21,TOTAL,CROPS,IOWA,,97,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-05-24,,21,,PROGRESS
19,WEEK #22,ALL UTILIZATION PRACTICES,IA,,2020,2020-06-01 16:00:12.000,,,22,TOTAL,CROPS,IOWA,,98,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-05-31,,22,,PROGRESS
19,WEEK #23,ALL UTILIZATION PRACTICES,IA,,2020,2020-06-08 16:00:16.000,,,23,TOTAL,CROPS,IOWA,,99,PCT PLANTED,,WEEKLY,FIELD CROPS,STATE,IOWA,ALL CLASSES,NOT SPECIFIED,ALL PRODUCTION PRACTICES,,9000,,00000000,SURVEY,19,CORN,UNITED STATES,,"CORN - PROGRESS, MEASURED IN PCT PLANTED",2020-06-07,,23,,PROGRESS
