domaincat_desc,prodn_practice_desc,agg_level_desc,class_desc,location_desc,asd_code,group_desc,freq_desc,Value,unit_desc,county_code,begin_code,zip_5,statisticcat_desc,week_ending,source_desc,state_fips_code,commodity_desc,country_name,watershed_desc,short_desc,CV (%),country_code,congr_district_code,watershed_code,state_alpha,county_ansi,year,load_time,util_practice_desc,state_ansi,reference_period_desc,asd_desc,domain_desc,sector_desc,state_name,end_code,region_desc,county_name
CHEMICAL: (TOTAL),"IRRIGATED, CHEMIGATION",STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),ACRES,,00,,TREATED,,CENSUS,19,CORN,UNITED STATES,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",,9000,,00000000,IA,,2013,2012-12-31 00:00:00.000,SILAGE,19,YEAR,,CHEMICAL,ENVIRONMENTAL,IOWA,00,,
FERTILIZER: (TOTAL),"IRRIGATED, CHEMIGATION",STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),ACRES,,00,,TREATED,,CENSUS,19,CORN,UNITED STATES,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",,9000,,00000000,IA,,2013,2012-12-31 00:00:00.000,SILAGE,19,YEAR,,FERTILIZER,ENVIRONMENTAL,IOWA,00,,
CHEMICAL: (TOTAL),"IRRIGATED, CHEMIGATION",STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,2,OPERATIONS,,00,,TREATED,,CENSUS,19,CORN,UNITED STATES,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",,9000,,00000000,IA,,2013,2012-12-31 00:00:00.000,SILAGE,19,YEAR,,CHEMICAL,ENVIRONMENTAL,IOWA,00,,
FERTILIZER: (TOTAL),"IRRIGATED, CHEMIGATION",STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,2,OPERATIONS,,00,,TREATED,,CENSUS,19,CORN,UNITED STATES,,"CORN, SILAGE, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",,9000,,00000000,IA,,2013,2012-12-31 00:00:00.000,SILAGE,19,YEAR,,FERTILIZER,ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"155,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"111,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"94,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"37,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"10,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (MEFENTRIFLUCONAZOLE = 122000)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"21,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"6,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"166,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"101,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"119,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"50,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"138,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"43,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"226,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"188,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"146,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"92,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TOTAL)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"786,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TOTAL)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,"706,000",LB,,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
