domaincat_desc,prodn_practice_desc,agg_level_desc,class_desc,location_desc,asd_code,group_desc,freq_desc,Value,unit_desc,county_code,begin_code,zip_5,statisticcat_desc,week_ending,source_desc,state_fips_code,commodity_desc,country_name,watershed_desc,short_desc,CV (%),country_code,congr_district_code,watershed_code,state_alpha,county_ansi,year,load_time,util_practice_desc,state_ansi,reference_period_desc,asd_desc,domain_desc,sector_desc,state_name,end_code,region_desc,county_name
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.029,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.033,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.1,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.086,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.08,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.053,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.115,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.053,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.209,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.118,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.123,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.088,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.101,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2021,2021-05-13 15:00:30.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.111,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2018,2018-05-10 15:16:25.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2016,2016-08-31 14:19:39.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.04,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2014,2014-05-14 15:12:54.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, FUNGICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, HERBICIDE: (2,4-D = 30001)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,                 (D),"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2010,2012-01-01 00:00:00.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, HERBICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, HERBICIDE: (2,4-D = 30001)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.45,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2003,2003-06-11 10:11:36.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, HERBICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, HERBICIDE: (2,4-D = 30001)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.44,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2002,2002-06-11 10:11:36.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, HERBICIDE",ENVIRONMENTAL,IOWA,00,,
"CHEMICAL, HERBICIDE: (2,4-D = 30001)",ALL PRODUCTION PRACTICES,STATE,ALL CLASSES,IOWA,,FIELD CROPS,ANNUAL,0.4,"LB / ACRE / YEAR, AVG",,00,,APPLICATIONS,,SURVEY,19,CORN,UNITED STATES,,"CORN - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG",,9000,,00000000,IA,,2001,2001-06-11 10:11:36.000,ALL UTILIZATION PRACTICES,19,YEAR,,"CHEMICAL, HERBICIDE",ENVIRONMENTAL,IOWA,00,,
