District,Year,Month,Month_Name,NDVI,Method,Source,Image_Count,Date_Range,Notes,Is_Real_Data
Dinajpur,2022,8,August,0.2318182627073085,S2-Standard,Sentinel-2,15,2022-08-01 to 2022-09-01,,True
Dinajpur,2022,9,September,0.3510443820127166,S2-Standard,Sentinel-2,14,2022-09-01 to 2022-10-01,,True
Dinajpur,2022,10,October,0.6968213826970469,S2-Standard,Sentinel-2,28,2022-10-01 to 2022-11-01,,True
Dinajpur,2022,11,November,0.5334847342658163,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Dinajpur,2022,12,December,0.2906194740532874,S2-Standard,Sentinel-2,23,2022-12-01 to 2023-01-01,,True
Faridpur,2022,1,January,0.4044204909178377,S2-Standard,Sentinel-2,47,2022-01-01 to 2022-02-01,,True
Faridpur,2022,2,February,0.47463736191410855,S2-Standard,Sentinel-2,38,2022-02-01 to 2022-03-01,,True
Faridpur,2022,3,March,0.5101997893014788,S2-Standard,Sentinel-2,48,2022-03-01 to 2022-04-01,,True
Faridpur,2022,4,April,0.15967160457980098,S2-Standard,Sentinel-2,41,2022-04-01 to 2022-05-01,,True
Faridpur,2022,5,May,0.5012944760184437,S2-Standard,Sentinel-2,41,2022-05-01 to 2022-06-01,,True
Faridpur,2022,6,June,0.2985891466935776,S2-Standard,Sentinel-2,19,2022-06-01 to 2022-07-01,,True
Faridpur,2022,7,July,0.1922260030735255,S2-Standard,Sentinel-2,29,2022-07-01 to 2022-08-01,,True
Faridpur,2022,8,August,0.23439874360396523,S2-Standard,Sentinel-2,31,2022-08-01 to 2022-09-01,,True
Faridpur,2022,9,September,0.36070179991411994,S2-Standard,Sentinel-2,28,2022-09-01 to 2022-10-01,,True
Faridpur,2022,10,October,0.5571700752994787,S2-Standard,Sentinel-2,37,2022-10-01 to 2022-11-01,,True
Faridpur,2022,11,November,0.5431138624575879,S2-Standard,Sentinel-2,48,2022-11-01 to 2022-12-01,,True
Faridpur,2022,12,December,0.3585719698538986,S2-Standard,Sentinel-2,44,2022-12-01 to 2023-01-01,,True
Feni,2022,1,January,0.42633000659711234,S2-Standard,Sentinel-2,6,2022-01-01 to 2022-02-01,,True
Feni,2022,2,February,0.4589202557758623,S2-Standard,Sentinel-2,4,2022-02-01 to 2022-03-01,,True
Feni,2022,3,March,0.5023790786684436,S2-Standard,Sentinel-2,6,2022-03-01 to 2022-04-01,,True
Feni,2022,4,April,0.3154547680727988,S2-Standard,Sentinel-2,6,2022-04-01 to 2022-05-01,,True
Feni,2022,5,May,0.21072116526159626,S2-Standard,Sentinel-2,5,2022-05-01 to 2022-06-01,,True
Feni,2022,6,June,0.05070266681477096,S2-Standard,Sentinel-2,3,2022-06-01 to 2022-07-01,,True
Feni,2022,7,July,0.34205793802098894,S2-Standard,Sentinel-2,3,2022-07-01 to 2022-08-01,,True
Feni,2022,8,August,0.17275129739031062,S2-Standard,Sentinel-2,6,2022-08-01 to 2022-09-01,,True
Feni,2022,9,September,0.3828643827818602,S2-Standard,Sentinel-2,5,2022-09-01 to 2022-10-01,,True
Feni,2022,10,October,0.6864048324722554,S2-Standard,Sentinel-2,5,2022-10-01 to 2022-11-01,,True
Feni,2022,11,November,0.6568684139549554,S2-Standard,Sentinel-2,6,2022-11-01 to 2022-12-01,,True
Feni,2022,12,December,0.4082268131916088,S2-Standard,Sentinel-2,6,2022-12-01 to 2023-01-01,,True
Gaibandha,2022,1,January,0.24464022943041366,S2-Standard,Sentinel-2,17,2022-01-01 to 2022-02-01,,True
Gaibandha,2022,2,February,0.3434167606212545,S2-Standard,Sentinel-2,19,2022-02-01 to 2022-03-01,,True
Gaibandha,2022,3,March,0.5052634601391561,S2-Standard,Sentinel-2,23,2022-03-01 to 2022-04-01,,True
Gaibandha,2022,4,April,0.2560613395709359,S2-Standard,Sentinel-2,15,2022-04-01 to 2022-05-01,,True
Gaibandha,2022,5,May,0.29095077659962193,S2-Standard,Sentinel-2,19,2022-05-01 to 2022-06-01,,True
Gaibandha,2022,6,June,0.021317452986540024,S2-Standard,Sentinel-2,5,2022-06-01 to 2022-07-01,,True
Gaibandha,2022,7,July,0.29620632739673763,S2-Standard,Sentinel-2,13,2022-07-01 to 2022-08-01,,True
Gaibandha,2022,8,August,0.1862351151714448,S2-Standard,Sentinel-2,16,2022-08-01 to 2022-09-01,,True
Gaibandha,2022,9,September,0.3094345807109266,S2-Standard,Sentinel-2,13,2022-09-01 to 2022-10-01,,True
Gaibandha,2022,10,October,0.5191748931888249,S2-Standard,Sentinel-2,24,2022-10-01 to 2022-11-01,,True
Gaibandha,2022,11,November,0.47252789228515707,S2-Standard,Sentinel-2,23,2022-11-01 to 2022-12-01,,True
Gaibandha,2022,12,December,0.25112776880668247,S2-Standard,Sentinel-2,22,2022-12-01 to 2023-01-01,,True
Gazipur,2022,1,January,0.4065387135241315,S2-Standard,Sentinel-2,26,2022-01-01 to 2022-02-01,,True
Gazipur,2022,2,February,0.3482783737758274,S2-Standard,Sentinel-2,16,2022-02-01 to 2022-03-01,,True
Gazipur,2022,3,March,0.5111937838721802,S2-Standard,Sentinel-2,24,2022-03-01 to 2022-04-01,,True
Gazipur,2022,4,April,0.30132994803033913,S2-Standard,Sentinel-2,20,2022-04-01 to 2022-05-01,,True
Gazipur,2022,5,May,0.26428142272067146,S2-Standard,Sentinel-2,20,2022-05-01 to 2022-06-01,,True
Gazipur,2022,6,June,0.11018109371982981,S2-Standard,Sentinel-2,7,2022-06-01 to 2022-07-01,,True
Gazipur,2022,7,July,0.3447734668324618,S2-Standard,Sentinel-2,8,2022-07-01 to 2022-08-01,,True
Gazipur,2022,8,August,0.0798820916389187,S2-Standard,Sentinel-2,20,2022-08-01 to 2022-09-01,,True
Gazipur,2022,9,September,0.3255431189635358,S2-Standard,Sentinel-2,10,2022-09-01 to 2022-10-01,,True
Gazipur,2022,10,October,0.5223462850901985,S2-Standard,Sentinel-2,16,2022-10-01 to 2022-11-01,,True
Gazipur,2022,11,November,0.6351801312217112,S2-Standard,Sentinel-2,24,2022-11-01 to 2022-12-01,,True
Gazipur,2022,12,December,0.503080146381813,S2-Standard,Sentinel-2,24,2022-12-01 to 2023-01-01,,True
Gopalganj,2022,1,January,0.3854395052976016,S2-Standard,Sentinel-2,21,2022-01-01 to 2022-02-01,,True
Gopalganj,2022,2,February,0.45459333821461123,S2-Standard,Sentinel-2,14,2022-02-01 to 2022-03-01,,True
Gopalganj,2022,3,March,0.6330877335678394,S2-Standard,Sentinel-2,18,2022-03-01 to 2022-04-01,,True
Gopalganj,2022,4,April,0.36562457122307906,S2-Standard,Sentinel-2,15,2022-04-01 to 2022-05-01,,True
Gopalganj,2022,5,May,0.3983745038075617,S2-Standard,Sentinel-2,17,2022-05-01 to 2022-06-01,,True
Gopalganj,2022,6,June,0.35870296957759445,S2-Standard,Sentinel-2,9,2022-06-01 to 2022-07-01,,True
Gopalganj,2022,7,July,0.3497550691217142,S2-Standard,Sentinel-2,13,2022-07-01 to 2022-08-01,,True
Gopalganj,2022,8,August,0.373290152738146,S2-Standard,Sentinel-2,10,2022-08-01 to 2022-09-01,,True
Gopalganj,2022,9,September,0.47927022953608267,S2-Standard,Sentinel-2,12,2022-09-01 to 2022-10-01,,True
Gopalganj,2022,10,October,0.6266318567705287,S2-Standard,Sentinel-2,12,2022-10-01 to 2022-11-01,,True
Gopalganj,2022,11,November,0.6431246483263354,S2-Standard,Sentinel-2,18,2022-11-01 to 2022-12-01,,True
Gopalganj,2022,12,December,0.4609106854805545,S2-Standard,Sentinel-2,15,2022-12-01 to 2023-01-01,,True
Habiganj,2022,1,January,0.2661294631608376,S2-Standard,Sentinel-2,14,2022-01-01 to 2022-02-01,,True
Habiganj,2022,2,February,0.47306585383689764,S2-Standard,Sentinel-2,7,2022-02-01 to 2022-03-01,,True
Habiganj,2022,3,March,0.6014605348999472,S2-Standard,Sentinel-2,12,2022-03-01 to 2022-04-01,,True
Habiganj,2022,4,April,0.40941057001844394,S2-Standard,Sentinel-2,10,2022-04-01 to 2022-05-01,,True
Habiganj,2022,5,May,0.21855600154896723,S2-Standard,Sentinel-2,10,2022-05-01 to 2022-06-01,,True
Habiganj,2022,6,June,0.14049588469086674,S2-Standard,Sentinel-2,2,2022-06-01 to 2022-07-01,,True
Habiganj,2022,7,July,0.245932692591611,S2-Standard,Sentinel-2,5,2022-07-01 to 2022-08-01,,True
Habiganj,2022,8,August,0.15482942097658245,S2-Standard,Sentinel-2,10,2022-08-01 to 2022-09-01,,True
Habiganj,2022,9,September,0.23991036512056818,S2-Standard,Sentinel-2,7,2022-09-01 to 2022-10-01,,True
Habiganj,2022,10,October,0.45889587481196004,S2-Standard,Sentinel-2,10,2022-10-01 to 2022-11-01,,True
Habiganj,2022,11,November,0.49027671709728204,S2-Standard,Sentinel-2,12,2022-11-01 to 2022-12-01,,True
