Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season,EVI_Season,LAI_Season,FPAR_Season,LST_Season,Soil_Moisture_Season,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,valid_points,grid_log,Latitude,Longitude,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Year
85718,1.096677477,Chuadanga,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,94005,40,12.0,60,85,,0.5933823735899091,0.5796004447324371,0.6329538667306406,0.08360078492183055,0.5349403476768128,0.4370205325563184,1.3675136969681998,4.88093965425191,303.3922221981477,21.102115606693072,6.4,17.24,1.36,41.49,14.44,44.07,1.3,5,⚠️✅✅⚠️⚠️,23.6436608,88.846448,774.47,27.95178861788618,35.82,17.95,3,2022
181306,1.110415541,CoxsBazar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,201325,40,12.0,60,85,55.0,0.4739328969149944,0.5468364294442953,0.5689663882767768,0.06828982664769977,0.4406123149843835,0.4489230229898449,2.169852389400019,5.439270543042,301.74421944495145,25.08565820771478,5.4,22.04,1.96,32.1,34.59,33.3,1.28,3,⚠️⚠️❌✅❌,21.4420039,91.9812464,2423.67,28.44813008130081,31.15,24.88,0,2022
327517,0.9096474381,Cumilla,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,297925,40,12.0,60,85,,0.3444492838379198,0.6399042044445682,0.6549512468071934,0.12076629474992338,0.5844403471566804,0.4011614120446,1.5063889500260856,5.0697305813443245,302.2657354369869,24.251552139552373,5.2,17.5,1.5,36.98,25.59,37.43,1.32,5,⚠️✅✅✅✅,23.4609839,91.1812216,1132.38,27.485040650406503,33.75,17.91,0,2022
18702,0.9652443589,Dhaka,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,18052,40,12.0,60,85,,0.4171030771920213,0.5086512993214463,0.5478067380447493,0.06073079196770283,0.5340337450467334,0.3357650375226435,1.2100087735549507,4.349895218509784,302.75377871890686,24.735502700896014,5.6,17.23,1.47,35.84,33.06,31.12,1.26,4,❌⚠️⚠️⚠️✅,23.7643863,90.3890144,1137.55,27.810325203252034,33.68,18.24,0,2022
645472,1.078918993,Dinajpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,696412,40,12.0,60,85,,0.1898010169584225,0.5815530723137818,0.5320704114243199,0.19195772279610163,0.5496519017061617,0.4237198162862711,1.5376267049858778,4.682713752522332,303.2758337584866,23.203146808585693,6.2,14.41,1.24,35.31,24.77,39.91,1.32,5,⚠️✅✅✅✅,25.6260712,88.6346228,881.89,27.738943089430894,34.58,17.61,0,2022
191856,1.040175965,Faridpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,199564,40,12.0,60,85,,0.5426948919252573,0.5596396214138052,0.5765950334671494,0.06928365707017602,0.7529572476315628,0.3700137778878632,1.458936268492184,4.777275282770045,301.8590618556084,24.65465333636048,5.6,23.42,1.95,30.59,21.41,47.98,1.27,5,⚠️⚠️✅⚠️✅,23.6040182,89.8415542,1135.85,27.829837398373986,33.44,19.14,0,2022
163129,1.202152897,Feni,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,196106,40,12.0,60,85,,0.2233961702317586,0.611505193344402,0.6096494049976703,0.1654136234794189,0.4596434950602598,0.4307118100273174,1.880986241983985,5.52373896879565,302.76984297947314,24.884558342865702,5.5,19.05,1.53,38.96,26.43,34.61,1.29,5,⚠️✅✅✅✅,23.0127602,91.4049232,1338.61,27.65430894308944,33.89,17.96,0,2022
293991,1.126656938,Gaibandha,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,331227,40,12.0,60,85,57.0,0.1453833136479296,0.5213139126152504,0.48324541373634666,0.16134008893525048,0.4304081086359353,0.3434468782767733,1.2619288112473883,4.188428459598439,301.5599499077531,23.80218424207089,5.9,14.23,1.28,31.83,28.95,39.21,1.35,5,✅⚠️✅✅✅,25.0860006,89.8696436,1091.34,27.750406504065044,34.86,18.48,0,2022
112432,1.185907927,Gazipur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,133334,40,12.0,60,85,,0.4081776353530781,0.5770122642103913,0.6882700525156427,0.11419149447759724,0.6077637566841488,0.3982136056897842,1.5126666608362886,4.826755957785688,302.38145889068534,24.93955903884875,5.5,19.37,1.39,34.64,32.35,33.02,1.3,5,⚠️✅⚠️⚠️⚠️,23.9997558,90.4173629,1137.55,27.810325203252034,33.68,18.24,0,2022
59993,0.7519377261,Gopalganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,45111,40,12.0,60,85,56.0,0.5688726911621899,0.6600780246595177,0.6772142770940857,0.06747878131372871,0.7049289127236453,0.4005108206216132,1.784976680633881,5.348486409801946,301.71363506997125,24.03092901683849,5.6,34.91,2.99,29.61,23.16,47.24,1.25,5,✅⚠️✅✅✅,23.0049937,89.8303176,1238.15,27.71390243902439,33.63,18.56,0,2022
245464,1.064665287,Habiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,261337,40,12.0,60,85,,0.2296748221185895,0.4844638597857741,0.49772663514207294,0.12319876707506115,0.520037830413325,0.3383609667462771,1.4804148811191606,4.265317763905152,301.87318551787087,25.09350813568753,5.7,22.79,2.17,30.57,36.35,33.09,1.23,5,⚠️✅✅✅⚠️,24.3746027,91.4140272,1599.93,27.86235772357724,34.27,17.78,0,2022
265787,0.9535003593,Jamalpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,253428,40,12.0,60,85,,0.2889521716638362,0.5809285718543687,0.5988369257114388,0.12854339644427124,0.6165570600597269,0.369141645370812,1.2254027232753455,4.173946042704859,302.1815917693139,24.416804277955062,6.0,16.17,1.51,29.63,28.55,41.81,1.34,5,⚠️✅✅✅✅,24.9255866,89.9436684,1091.34,27.750406504065044,34.86,18.48,0,2022
338887,1.14695459,Jashore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,388688,40,12.0,60,85,,0.4047918997513141,0.6228306966685326,0.6179627611690373,0.11328716823375984,0.5889539267897302,0.4156667084675409,1.5266722810308062,4.802399452183273,302.98050489131083,22.993025910845063,6.0,21.43,2.0,31.14,16.44,52.44,1.29,5,⚠️✅✅✅✅,23.1665256,89.2094419,1080.92,27.73634146341464,34.2,18.34,0,2022
252930,1.369529119,Jhenaidah,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,346395,40,12.0,60,85,,0.5183430372235739,0.6162321749575335,0.6193621004832041,0.10218703006591928,0.6187203066739828,0.4591633372897986,1.6893694977594604,5.199266457941774,303.1572170419594,23.464115473810303,6.0,19.68,1.55,32.11,16.11,51.78,1.26,5,⚠️✅✅✅✅,23.5446964,89.1731943,996.2,27.804227642276423,34.21,18.74,0,2022
170726,1.137928611,Joypurhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,194274,40,12.0,60,85,64.0,0.2376925262527991,0.5608181901998721,0.5590221600783493,0.19333194919090435,0.6058596977458027,0.4247422525208261,1.5072436883861935,4.684156097959595,303.868552097169,23.557933210935367,6.6,13.69,1.39,38.35,20.96,40.68,1.31,5,✅✅✅✅✅,25.103181,89.0164406,783.3,27.9830081300813,35.83,17.28,4,2022
66694,1.304375206,Khagrachari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,86994,40,12.0,60,85,54.0,0.6807410310463354,0.8268620248152136,0.8217683326294706,0.05621185898013757,0.6779400471415786,0.5745955411925668,3.106328769491568,6.466405597684624,301.52042301545964,25.138920018229022,5.4,15.65,1.48,31.25,31.24,37.52,1.26,5,✅✅✅✅✅,23.214773,91.9591022,1337.03,27.63536585365853,38.46,18.2,10,2022
237461,1.120950388,Khulna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,266182,40,12.0,60,85,59.0,0.317888036773331,0.5292351795966902,0.6144516798569156,0.11056593339620335,0.4296799798807953,0.3103636184920028,2.0418916383679995,4.70174131294007,301.07427274221413,24.924452930569977,5.8,41.59,3.76,32.43,16.41,51.17,1.25,5,✅✅✅⚠️✅,22.9372087,89.2852741,1080.92,27.73634146341464,34.2,18.34,0,2022
186328,1.158322957,Kishoreganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,215828,40,12.0,60,85,,0.2512390437564621,0.33686058483151377,0.47253678121488535,0.08643507293909652,0.5335344036392925,0.2443420471883279,1.1373099268277596,3.666701799731851,300.98168496284933,25.0699518225844,5.3,18.19,1.5,31.26,34.6,34.14,1.31,5,⚠️✅✅✅✅,24.4339822,90.7857232,1317.39,27.771138211382112,34.22,17.91,0,2022
283509,1.102067307,Kurigram,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,312446,40,12.0,60,85,,0.1575146869082807,0.4687450470503375,0.4602654749650714,0.13780641138774505,0.4621049666416683,0.3118153112768306,1.227071744130388,4.0491968591518965,301.4158134432886,24.50578671091236,5.6,19.13,2.22,32.53,35.99,31.49,1.28,5,⚠️✅✅✅✅,25.8130134,89.6430518,993.02,27.780162601626017,34.92,17.93,0,2022
225972,1.200374383,Kushtia,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,271251,40,12.0,60,85,,0.5709499955193208,0.5455377003425298,0.5449915636877896,0.07972638385984922,0.5405045811596956,0.4019405260778902,1.514870378647552,4.822212287208266,302.18256797467683,24.09300298281712,6.1,17.12,1.46,39.65,15.82,44.51,1.3,5,⚠️✅✅✅✅,23.8987955,89.1295536,984.86,27.91,34.38,19.25,0,2022
185213,1.053263,Lakshmipur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,195078,40,12.0,60,85,56.0,0.4321611290962964,0.5399303089150401,0.5961791460588983,0.07496933318836649,0.4714565684001721,0.3547452662645259,2.383298867271412,5.557795495767829,301.30212171366225,24.00491934373226,5.6,35.35,3.98,34.67,30.77,34.55,1.26,5,⚠️✅✅✅✅,22.9445365,90.8276345,1311.38,27.853658536585368,32.95,19.15,0,2022
189950,1.141163464,Lalmonirhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,216764,40,12.0,60,85,,0.1810019629293293,0.5567566335233788,0.5079428862305571,0.1726252332452376,0.5442288644324215,0.4023732718514667,1.4145080131895695,4.474771004472805,302.3383696154906,24.48649261540317,5.5,15.7,1.89,31.05,38.95,30.0,1.29,5,⚠️✅✅✅✅,25.9163507,89.4461394,993.02,27.780162601626017,34.92,17.93,0,2022
40746,0.8303146321,Madaripur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,33832,40,12.0,60,85,56.0,0.5878833753942598,0.6174236717538866,0.58630727145932,0.050273520012791395,0.6367270185281331,0.3959094639379096,1.5174517497157198,5.092435362136436,301.57560910430374,24.81677446338943,5.5,28.76,3.49,30.84,25.28,43.87,1.23,5,✅✅✅✅✅,23.1675177,90.2047265,1238.15,27.71390243902439,33.63,18.56,0,2022
143430,1.062643798,Magura,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,152415,40,12.0,60,85,61.0,0.6301617366759952,0.657713527757829,0.6188009763746793,0.09739149112150143,0.7257553265104796,0.4204434385681763,1.6434949977504842,5.075034897658,302.6656640591432,23.94955111247497,6.1,22.29,1.79,30.76,17.93,51.31,1.29,5,✅✅✅✅✅,23.4880772,89.4201824,996.2,27.804227642276423,34.21,18.74,0,2022
19457,0.9198231999,Manikganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,17897,40,12.0,60,85,,0.3784206834803204,0.5141268304012044,0.5159024392242461,0.06154315508365123,0.5676028488127722,0.3394966500910112,1.2094907898345877,4.467518785110258,301.816230148709,24.789201793988543,5.7,19.33,1.46,34.03,25.42,40.55,1.29,5,✅✅⚠️✅✅,23.8329836,89.9666878,1117.67,27.83479674796748,33.61,18.75,0,2022
82524,1.279203626,Meherpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,105565,40,12.0,60,85,65.0,0.5846171838931871,0.5676617893685243,0.6081583865513578,0.08588674213856443,0.5679493960275682,0.4293924961897278,1.362186908190874,4.838774569529209,303.4610342758661,21.283967705233824,6.6,14.96,1.28,37.71,17.66,44.61,1.31,5,✅✅✅✅✅,23.7817845,88.6369373,762.83,28.1239837398374,36.28,18.19,9,2022
251081,1.180622986,Moulvibazar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,296432,40,12.0,60,85,,0.4235557105949628,0.610599592211495,0.6325649076979951,0.09906919583190975,0.6367153767645307,0.4154111885618055,1.958203127203315,5.138977327935752,301.9577362181867,25.19085627907501,5.3,18.11,2.71,27.69,39.75,32.55,1.29,5,✅✅✅✅✅,24.4880817,91.7630179,1626.4,27.889105691056912,35.28,17.48,2,2022
41822,0.3934053847,Munshiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,16453,40,12.0,60,85,,0.4468180458876054,0.613999783896555,0.5599609833006653,0.06751104484914368,0.5731914158424792,0.3662109136443454,1.5191585360665003,4.9554190300830365,301.6746761196838,24.56904659487405,5.6,18.9,1.79,36.47,26.54,36.99,1.24,5,⚠️✅✅✅✅,23.5483797,90.5349722,1147.69,27.867154471544715,33.03,18.76,0,2022
663734,0.9711571202,Mymensingh,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,644590,40,12.0,60,85,,0.6175146444715226,0.5888384233431099,0.6297077851734938,0.1149023119465933,0.5532647650372854,0.4024230948076107,1.3628779757732352,4.519331527813194,302.4334793561318,24.93580802284984,5.7,17.2,1.67,28.54,31.63,39.84,1.32,5,✅✅✅✅✅,24.8889305,90.3845187,1391.11,27.50455284552845,34.86,18.34,0,2022
468054,1.082366565,Naogaon,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,506606,40,12.0,60,85,,0.1936272796604223,0.5631956729969592,0.5437757543578122,0.16849411215656185,0.4869220242313005,0.4247573913131355,1.563272920777986,4.83049639374268,302.8639414742468,23.139202445331183,6.9,15.57,1.26,42.98,19.12,37.9,1.32,4,⚠️✅✅✅❌,24.8073229,88.9445447,783.3,27.9830081300813,35.83,17.28,4,2022
85229,1.068098887,Narail,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,91033,40,12.0,60,85,58.0,0.4861969350436766,0.6104200759948353,0.6154505867353395,0.08275444808250204,0.6056363700328226,0.383852369997654,1.344588388991789,4.664275355236258,302.2373050202037,22.40448621412428,5.9,14.76,1.36,29.37,33.61,37.04,1.34,5,✅✅✅✅✅,25.0748842,90.391651,1391.11,27.50455284552845,34.86,18.34,0,2022
19756,0.5482385098,Narayanganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,10831,40,12.0,60,85,,0.4309036729513065,0.5423204218616439,0.5698080399943255,0.054624145943391406,0.5590852018115111,0.3424965312448573,1.114396631577697,4.265845933253487,302.44518911224645,24.59994762817852,5.5,26.4,1.78,35.63,29.74,34.64,1.23,4,❌⚠️✅✅✅,23.6236732,90.4988075,1147.69,27.867154471544715,33.03,18.76,0,2022
97752,1.039313774,Narsingdi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,101595,40,12.0,60,85,,0.4591151373315611,0.5879037444199954,0.6625370188057704,0.0782832574927991,0.6232734263988953,0.3805229753590216,1.526971170648204,4.778889437629202,301.8425395719364,24.717137521591702,5.5,19.11,1.66,35.19,31.19,33.64,1.26,5,⚠️✅✅✅✅,23.9197152,90.7152981,1137.55,27.810325203252034,33.68,18.24,0,2022
182696,1.119438849,Natore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,204517,40,12.0,60,85,,0.3816207809939533,0.5284438126443831,0.5718663006366024,0.11857391679584536,0.5626037381468577,0.3754828140288938,1.2987485337914664,4.441781922122089,302.6626549994055,23.8780813117738,6.4,16.25,1.26,44.98,20.66,34.37,1.31,5,⚠️⚠️✅✅✅,24.4131849,88.9866684,772.89,28.147723577235773,36.56,17.79,8,2022
301949,1.091058424,Netrokona,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,329444,40,12.0,60,85,,0.4643759271962743,0.42532204676189833,0.5098361050919877,0.11499998405428362,0.3759979613946238,0.2795152720638549,0.9193707737348544,3.212197839990636,301.5471730237506,25.18893587015319,5.9,18.51,1.86,30.27,35.75,33.95,1.3,5,⚠️✅✅✅✅,24.8855734,90.7332362,1391.11,27.50455284552845,34.86,18.34,0,2022
279580,1.103355033,Nilphamari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,308476,40,12.0,60,85,,0.2422255907944598,0.5982103111468127,0.552804672348543,0.17021315498725345,0.5667957271690626,0.4060665308589133,1.326892603386716,4.385651532375194,302.8871921084908,23.94252991795659,6.0,14.7,1.55,29.72,30.49,39.79,1.32,5,⚠️✅✅✅✅,25.9339275,88.8534588,1114.52,27.576422764227644,34.74,17.2,0,2022
382971,1.033623956,Noakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,395848,40,12.0,60,85,55.0,0.4789105543167559,0.5823226785867,0.6268934838885886,0.08932767725873202,0.4377957784920542,0.388349278069265,2.274457301402024,5.547303040339651,301.6093431626789,24.406887388194995,5.6,28.22,1.98,35.19,27.13,37.68,1.25,3,✅⚠️❌❌✅,22.2540799,91.1714399,1533.16,28.594471544715446,32.77,21.78,0,2022
221929,0.8668718374,Pabna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,192384,40,12.0,60,85,,0.5303342472500436,0.5425097823813546,0.5598571889267554,0.062242610673281684,0.5782942508993382,0.3573049592854792,1.3092550932326676,4.519095044623266,302.2515332567858,24.591847505101388,6.1,17.83,1.33,38.53,17.45,44.02,1.31,5,⚠️✅✅✅✅,24.0068082,89.2448341,984.86,27.91,34.38,19.25,0,2022
246162,1.246549021,Panchagar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,306853,40,12.0,60,85,,0.4059093196856075,0.6026727156264555,0.5324688010530683,0.11685243700159334,0.6648635492287673,0.423572567416111,1.4142575244673543,4.515846852721852,302.8751796506716,24.626603594296,5.7,17.03,1.69,24.59,35.38,40.01,1.35,5,✅✅✅✅✅,26.3209446,88.5471139,1342.09,27.18967479674797,33.52,17.55,0,2022
431833,0.749345233,Patuakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,323592,40,12.0,60,85,,0.4661221884362866,0.5426325085814323,0.6804448855401194,0.1274793583327823,0.536032782118053,0.3343157120523526,1.2229008606777176,4.180414857339639,301.37523539328447,24.982401900081648,5.7,26.86,2.74,31.22,23.31,45.47,1.23,5,⚠️⚠️✅⚠️⚠️,22.0084243,90.3826827,2272.77,28.43642276422764,31.57,21.83,0,2022
155038,0.6449257601,Pirojpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,99988,40,12.0,60,85,57.0,0.5016050176481787,0.6631892799438307,0.7379945374358323,0.09149820716863899,0.6106553469507887,0.393477866939486,1.7542314312449412,5.127801391323561,301.5879549280649,25.022245014096427,5.6,34.67,4.39,29.59,23.84,46.56,1.25,5,✅✅✅✅✅,22.5095602,90.0072495,1451.65,27.76869918699187,33.57,18.56,0,2022
117377,0.9136968912,Rajbari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,107247,40,12.0,60,85,60.0,0.6023191867030235,0.5710085224285892,0.5150060693203173,0.07814507698825433,0.669657867461481,0.3623469121595382,1.3556482186599392,4.490331978590402,301.7763331849353,24.787796759923577,5.8,20.99,1.72,32.15,18.28,49.58,1.27,5,✅✅✅✅✅,23.7398373,89.5704133,996.2,27.804227642276423,34.21,18.74,0,2022
182555,1.273851716,Rajshahi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,232548,40,12.0,60,85,65.0,0.38124669492577,0.5258084873386885,0.5305834811111754,0.08799230036389426,0.5604499083416606,0.3620782431334732,1.3012077169605938,4.520442320041346,302.9260238645278,22.69256981161697,6.8,17.93,1.27,44.25,18.81,36.96,1.33,5,✅✅⚠️✅✅,24.6285432,89.0376862,772.89,28.147723577235773,36.56,17.79,8,2022
23990,1.199041267,Rangamati,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,28765,40,12.0,60,85,,0.6296573475236937,0.7687503642086998,0.8011068705251259,0.068217126154368,0.5998629347605865,0.5587976194846332,3.76670464912606,7.010409620322768,300.8372163252073,25.1651856579643,5.5,17.42,1.3,29.9,34.36,35.75,1.27,4,❌✅✅✅✅,22.6509208,92.1814332,1450.75,28.04821138211382,34.55,19.76,0,2022
405055,1.092310921,Rangpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,442446,40,12.0,60,85,59.0,0.133666515619446,0.59891254216406,0.536830285355961,0.20414251469445746,0.5345821961683708,0.4228277757679751,1.5364031090594232,4.805073026612336,302.8485670491783,23.71379119950736,5.8,14.28,1.44,33.38,25.84,40.78,1.32,5,✅✅✅✅✅,25.6376135,89.0826381,910.51,27.91861788617886,34.91,18.29,0,2022
207744,1.108450786,Satkhira,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,230274,40,12.0,60,85,59.0,0.3132873832980225,0.5147456264224285,0.5575817261572695,0.09364991380318678,0.4262780414406295,0.2945827870597164,2.0140210153923777,4.606413807672919,301.21844446325474,24.638321220085928,5.9,36.42,4.34,35.01,14.88,50.1,1.23,4,✅⚠️❌✅✅,22.7166509,89.0749857,1252.47,27.811544715447155,33.81,18.59,0,2022
32898,0.701501611,Shariatpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,23078,40,12.0,60,85,55.0,0.513977958873958,0.5773139867602719,0.5404535936289716,0.032488075656369825,0.5491452932370794,0.3468414638954913,1.4081958025095598,4.801852175288469,301.3987021218705,24.60223588905705,5.5,21.12,2.3,30.92,24.87,44.22,1.24,5,✅✅✅✅✅,23.2132841,90.3481247,1311.38,27.853658536585368,32.95,19.15,0,2022
