Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season,EVI_Season,LAI_Season,FPAR_Season,LST_Season,Soil_Moisture_Season
85718,1.096677477,Chuadanga,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,94005,40,12.0,60,85,,0.3525594225872085,0.3656826232482112,0.5131006731479145,0.1602793740959018,0.372967925798721,0.43702053255631845,1.3675136969681998,4.88093965425191,303.3922221981477,21.102115606693072
181306,1.110415541,CoxsBazar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,201325,40,12.0,60,85,55.0,0.3290250380015852,0.3982229182754804,0.4989627667412272,0.1131129283805021,0.280567372051847,0.4489230229898449,2.169852389400019,5.439270543042,301.74421944495145,25.08565820771478
327517,0.9096474381,Cumilla,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,297925,40,12.0,60,85,,0.1337973760585641,0.4130665815281809,0.5461602242650984,0.1875058176888371,0.2661785623056151,0.4011614120446,1.5063889500260856,5.0697305813443245,302.2657354369869,24.251552139552373
18702,0.9652443589,Dhaka,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,18052,40,12.0,60,85,,0.2388020657596918,0.2864139023405895,0.4183598614678386,0.1097157147802393,0.2739750686969379,0.33576503752264353,1.2100087735549507,4.349895218509784,302.75377871890686,24.735502700896014
645472,1.078918993,Dinajpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,696412,40,12.0,60,85,,0.0654733330872791,0.3677196932409535,0.4120521041595518,0.2146605359052456,0.3916540989397346,0.4237198162862711,1.5376267049858778,4.682713752522332,303.2758337584866,23.203146808585693
191856,1.040175965,Faridpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,199564,40,12.0,60,85,,0.2985891466935776,0.3361241554727723,0.4508429161557432,0.1414311833974999,0.5012944760184437,0.37001377788786327,1.458936268492184,4.777275282770045,301.8590618556084,24.65465333636048
163129,1.202152897,Feni,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,196106,40,12.0,60,85,,0.0507026668147709,0.3960196126663537,0.5325476135732821,0.2323597052398129,0.2107211652615962,0.4307118100273174,1.8809862419839853,5.52373896879565,302.76984297947314,24.884558342865702
293991,1.126656938,Gaibandha,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,331227,40,12.0,60,85,57.0,0.02131745298654,0.3277627291169834,0.3618278305459197,0.1686344899897951,0.2909507765996219,0.34344687827677334,1.2619288112473885,4.1884284595984385,301.5599499077531,23.80218424207089
112432,1.185907927,Gazipur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,133334,40,12.0,60,85,,0.1101810937198298,0.3181362406312787,0.5691301388017621,0.2100979385484657,0.2642814227206714,0.39821360568978426,1.5126666608362886,4.826755957785688,302.38145889068534,24.93955903884875
59993,0.7519377261,Gopalganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,45111,40,12.0,60,85,56.0,0.3587029695775944,0.4572368270416179,0.552017666903445,0.1230667137841122,0.3983745038075617,0.40051082062161325,1.784976680633881,5.348486409801946,301.71363506997125,24.030929016838492
245464,1.064665287,Habiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,261337,40,12.0,60,85,,0.1404958846908667,0.2748920883751803,0.3918210191073424,0.1376685098647967,0.2185560015489672,0.33836096674627714,1.4804148811191606,4.265317763905152,301.87318551787087,25.09350813568753
265787,0.9535003593,Jamalpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,253428,40,12.0,60,85,,0.0660620517345922,0.2950584738628065,0.4710677583506842,0.1920856728623957,0.2256493291364875,0.36914164537081207,1.2254027232753457,4.173946042704859,302.1815917693139,24.416804277955066
338887,1.14695459,Jashore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,388688,40,12.0,60,85,,0.1878303907762366,0.4200312492878573,0.4964347747625161,0.1785064779660282,0.3985753946916057,0.4156667084675409,1.5266722810308062,4.802399452183273,302.98050489131083,22.993025910845063
116665,0.7944799211,Jhallokati,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,92688,40,12.0,60,85,,0.3198153813956541,0.4636810003902494,0.6529591807167576,0.1839180426086875,0.4467251837879121,0.4218663584374857,1.6740633389753186,5.204442230200498,301.6415566930689,24.97078929572939
252930,1.369529119,Jhenaidah,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,346395,40,12.0,60,85,,0.3144404421042321,0.4189771356445869,0.4827346712999638,0.1764180824508847,0.408777297617167,0.45916333728979863,1.6893694977594604,5.199266457941774,303.1572170419594,23.464115473810303
170726,1.137928611,Joypurhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,194274,40,12.0,60,85,64.0,0.1336078370665993,0.3556571772326244,0.3959486531329866,0.2006489289758448,0.3944038962894077,0.42474225252082615,1.5072436883861935,4.684156097959595,303.868552097169,23.557933210935367
66694,1.304375206,Khagrachari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,86994,40,12.0,60,85,54.0,0.2320701094515291,0.5428167165599908,0.7658027120474976,0.2196806142081427,0.3644198594801792,0.5745955411925668,3.1063287694915673,6.4664055976846235,301.52042301545964,25.138920018229022
237461,1.120950388,Khulna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,266182,40,12.0,60,85,59.0,0.2015083923668761,0.3674823495468974,0.4997481012453186,0.1492971872072706,0.2474562801358325,0.31036361849200284,2.0418916383679995,4.70174131294007,301.07427274221413,24.924452930569977
186328,1.158322957,Kishoreganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,215828,40,12.0,60,85,,-0.0336641988977872,0.0811444068923353,0.3150877494091977,0.1433124944613404,0.1332425341291768,0.24434204718832792,1.1373099268277596,3.666701799731851,300.98168496284933,25.0699518225844
283509,1.102067307,Kurigram,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,312446,40,12.0,60,85,,0.0474631119536175,0.3012334961680515,0.3741169026230573,0.159006735370395,0.2500938130926464,0.31181531127683065,1.227071744130388,4.0491968591518965,301.4158134432886,24.50578671091236
225972,1.200374383,Kushtia,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,271251,40,12.0,60,85,,0.360379678702526,0.3734559715507681,0.424148835975684,0.1325854025519809,0.2938513007384295,0.40194052607789027,1.5148703786475521,4.822212287208266,302.18256797467683,24.093002982817122
185213,1.053263,Lakshmipur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,195078,40,12.0,60,85,56.0,0.1289476151265251,0.2877565737489497,0.4834497322363017,0.1717914804579463,0.2205991932065824,0.35474526626452596,2.383298867271412,5.557795495767829,301.30212171366225,24.00491934373226
189950,1.141163464,Lalmonirhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,216764,40,12.0,60,85,,0.1387455869466906,0.3797798926567142,0.3885815864462251,0.1618575817851791,0.3339137681224553,0.4023732718514667,1.4145080131895695,4.474771004472805,302.3383696154906,24.486492615403172
40746,0.8303146321,Madaripur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,33832,40,12.0,60,85,56.0,0.3559742042723802,0.3785296766459993,0.464603928087668,0.1170685019164351,0.3999496888165858,0.3959094639379096,1.5174517497157198,5.0924353621364356,301.57560910430374,24.81677446338943
143430,1.062643798,Magura,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,152415,40,12.0,60,85,61.0,0.3192240072859663,0.4003873270867417,0.4710654703602867,0.1697622293446685,0.4952291300988705,0.4204434385681763,1.6434949977504842,5.075034897658,302.6656640591432,23.94955111247497
19457,0.9198231999,Manikganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,17897,40,12.0,60,85,,0.1685356100952224,0.3087207746705578,0.3980035535904563,0.1173623239691554,0.3258735577731652,0.33949665009101127,1.2094907898345875,4.467518785110258,301.816230148709,24.789201793988546
82524,1.279203626,Meherpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,105565,40,12.0,60,85,65.0,0.4049998628938372,0.3820955835524377,0.5121802294660983,0.1697358437237457,0.4393863474141398,0.4293924961897278,1.362186908190874,4.838774569529209,303.46103427586615,21.283967705233824
251081,1.180622986,Moulvibazar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,296432,40,12.0,60,85,,0.2872841543480849,0.3694835704020727,0.5588860754213539,0.1384796347100048,0.2272905883804999,0.41541118856180553,1.9582031272033147,5.138977327935752,301.9577362181867,25.19085627907501
41822,0.3934053847,Munshiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,16453,40,12.0,60,85,,0.3061790651261972,0.3104863281278059,0.3912192081288036,0.1129828013367161,0.3805900028922174,0.36621091364434544,1.5191585360665005,4.9554190300830365,301.6746761196838,24.569046594874052
663734,0.9711571202,Mymensingh,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,644590,40,12.0,60,85,,0.147268203746856,0.3923207473255033,0.498250469533663,0.2128031630828613,0.183712498982838,0.40242309480761074,1.3628779757732352,4.519331527813194,302.4334793561318,24.93580802284984
468054,1.082366565,Naogaon,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,506606,40,12.0,60,85,,0.151012544621987,0.3847905804572117,0.4140410822243924,0.1680396537802796,0.2178154704904624,0.4247573913131355,1.563272920777986,4.8304963937426795,302.86394147424676,23.139202445331186
85229,1.068098887,Narail,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,91033,40,12.0,60,85,58.0,0.2931034421079588,0.3905473746608645,0.4760758013708081,0.1408430900912309,0.3738582462137362,0.383852369997654,1.344588388991789,4.664275355236258,302.2373050202037,22.404486214124276
19756,0.5482385098,Narayanganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,10831,40,12.0,60,85,,0.2139360142323902,0.3130916296288629,0.4429335092947135,0.1013051694802635,0.2967271553285521,0.34249653124485735,1.114396631577697,4.265845933253487,302.44518911224645,24.59994762817852
97752,1.039313774,Narsingdi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,101595,40,12.0,60,85,,0.0686431818013071,0.3531734613709794,0.5391174286657466,0.1716659155586532,0.2875359195667165,0.3805229753590216,1.526971170648204,4.778889437629202,301.84253957193636,24.717137521591706
182696,1.119438849,Natore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,204517,40,12.0,60,85,,0.2396934944526867,0.3549140163128857,0.4326541089729601,0.1687406872833765,0.2843293374458162,0.37548281402889383,1.2987485337914664,4.441781922122089,302.6626549994055,23.878081311773798
301949,1.091058424,Netrokona,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,329444,40,12.0,60,85,,-0.0374691032015912,0.223068726077366,0.3895468069716251,0.178601290196591,0.1216241284636668,0.27951527206385496,0.9193707737348544,3.212197839990636,301.5471730237506,25.18893587015319
279580,1.103355033,Nilphamari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,308476,40,12.0,60,85,,0.1378536434354302,0.3721388005199978,0.4153202996363552,0.1965676970622809,0.3905363140056865,0.40606653085891337,1.3268926033867159,4.385651532375194,302.8871921084908,23.94252991795659
382971,1.033623956,Noakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,395848,40,12.0,60,85,55.0,0.1125262690416429,0.3205279442241773,0.5250484754670472,0.1979134757110333,0.1658426609921801,0.388349278069265,2.274457301402024,5.547303040339651,301.60934316267895,24.406887388194995
221929,0.8668718374,Pabna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,192384,40,12.0,60,85,,0.3338369511018429,0.3606929534338934,0.4411475215344412,0.1164893913261729,0.3054242601831844,0.35730495928547923,1.3092550932326676,4.519095044623266,302.2515332567858,24.591847505101388
246162,1.246549021,Panchagar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,306853,40,12.0,60,85,,0.194460217324899,0.4111142918738363,0.4205235676579512,0.1732828979985854,0.5473277632011888,0.42357256741611105,1.4142575244673545,4.515846852721852,302.87517965067156,24.626603594296
431833,0.749345233,Patuakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,323592,40,12.0,60,85,,0.1845850493144675,0.3395678622280651,0.5170062652631178,0.2061025367394643,0.3357123883791376,0.33431571205235266,1.2229008606777176,4.180414857339639,301.37523539328447,24.982401900081648
155038,0.6449257601,Pirojpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,99988,40,12.0,60,85,57.0,0.264165553095138,0.4463898354492291,0.616086716846273,0.1761100129961657,0.4034404459856785,0.39347786693948605,1.7542314312449412,5.127801391323561,301.5879549280649,25.022245014096427
117377,0.9136968912,Rajbari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,107247,40,12.0,60,85,60.0,0.3693864167143024,0.3616467412012746,0.3912510216288543,0.1229851429155814,0.420965323158295,0.3623469121595382,1.3556482186599392,4.490331978590402,301.7763331849353,24.787796759923577
182555,1.273851716,Rajshahi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,232548,40,12.0,60,85,65.0,0.309744230953222,0.3497720467554164,0.3944458282703212,0.1169033367436649,0.2148030029570647,0.36207824313347325,1.3012077169605938,4.520442320041346,302.9260238645278,22.69256981161697
23990,1.199041267,Rangamati,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,28765,40,12.0,60,85,,0.3566101220905236,0.5351978544882356,0.7156570168210046,0.1700681306349054,0.2219434186735245,0.5587976194846332,3.76670464912606,7.0104096203227675,300.8372163252073,25.1651856579643
405055,1.092310921,Rangpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,442446,40,12.0,60,85,59.0,0.0468616342173195,0.3954368005446125,0.4286877219526362,0.2106852315833146,0.4001486941371419,0.42282777576797514,1.5364031090594232,4.805073026612336,302.8485670491783,23.713791199507362
207744,1.108450786,Satkhira,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,230274,40,12.0,60,85,59.0,0.1194165133466915,0.3332705847606819,0.4532771001596326,0.1474214921650856,0.2245382571010397,0.2945827870597164,2.0140210153923777,4.606413807672919,301.21844446325474,24.638321220085928
32898,0.701501611,Shariatpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,23078,40,12.0,60,85,55.0,0.3246768434248136,0.3466584106781929,0.4199948122580562,0.0921868903853762,0.3404679378482187,0.34684146389549136,1.4081958025095598,4.801852175288469,301.3987021218705,24.60223588905705
202388,0.9527689389,Sherpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,192829,40,12.0,60,85,,0.0528778723675305,0.3749640158582731,0.5107496792524139,0.215481565151688,0.2278267182217989,0.3931351835700556,1.3592040804003345,4.295492934268629,302.65562085588965,24.781111172348893
200166,1.104498266,Sirajganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,221083,40,12.0,60,85,,0.1381345270632336,0.2399374062939653,0.3677264617485064,0.1264582210695187,0.1547068330441469,0.2985675274484183,1.0442866542808518,3.832788992104046,301.8283259269983,24.58089946204983
198587,1.044851879,Sunamganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,207494,40,12.0,60,85,54.0,-0.1976703408679797,0.0082773674298543,0.2068831847251824,0.144627956203198,0.0066240920840004,0.13124610274158174,0.8562454952002012,2.451849143092672,301.1626157577251,25.22556179641921
336140,1.05969834,Sylhet,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,356207,40,12.0,60,85,54.0,0.021092634797125,0.2871604222439574,0.4850768261957799,0.1938877765845975,0.0219238745854215,0.29100587566138714,1.1764410610366727,3.7530990259087504,302.10225263583135,25.253682097928905
249183,0.8334115891,Tangail,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,207672,40,12.0,60,85,60.0,0.1318871049415015,0.312728283594172,0.4953155465948207,0.1951338343399014,0.1960530352637223,0.3902039113959055,1.3734404008043357,4.607635988889271,302.2206950604509,24.688744851550133
322836,1.083695746,Thakurgaon,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,349856,40,12.0,60,85,,0.1637129632869899,0.4112603389667796,0.3810883489185039,0.1726265954631969,0.4809286896683722,0.4395030628874834,1.529533940190991,4.81754836185628,303.0709066362233,23.7954539080556
167,6.700598802,Bagerhat,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1119,30,20.0,60,80,57.0,0.2093828623516599,0.2950134925899327,0.4274038167766788,0.1160644141192005,0.2670404721298456,0.3203902668524308,1.7691317374192,4.092997708378292,300.59313054013705,22.989872294474498
128,1.3046875,Bandarban,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,167,30,20.0,60,80,55.0,0.4365742393395427,0.4873758494471947,0.4368947017278657,0.0653548782098408,0.2612788417491431,0.6128952335805856,3.063259902704225,6.140779188733904,301.9168296829866,24.54096022847763
1597,0.9198497182,Barguna,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1469,30,20.0,60,80,57.0,0.2099802275666429,0.2386311759705952,0.251793712631361,0.0828324498617696,0.3323424160378924,0.33629144711557296,0.9472284399137236,3.5358922266806445,301.08545325360177,24.288457322900985
1351,4.071058475,Barishal,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,5500,30,20.0,60,80,,0.1933459589530938,0.2361380549610384,0.2588479195536768,0.0773710033088763,0.309535002934125,0.3165689269004042,1.208032144282807,3.8557764948630697,301.2743051325261,23.561153269686116
148,5.155405405,Bhola,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,763,30,20.0,60,80,56.0,0.1700006675577468,0.1394689373409661,0.1481423161578776,0.072020663922591,0.1946286534864403,0.24098057429693778,1.061534428210872,3.600518251487126,300.6093089646991,24.107302481875095
233,3.39055794,Bogura,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,790,30,20.0,60,80,,0.1186313763339489,0.1834073810352517,0.215904923581334,0.0893837052260154,0.2764687680682978,0.28815350461761796,0.6938415285412186,2.844349403972432,301.54124935454274,24.51262551680021
15,0.8666666667,Brahmanbaria,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,13,30,20.0,60,80,54.0,0.0571539099837129,0.1561252676819414,0.2331142409544621,0.0836230391304479,0.2371168297003784,0.22253520892372644,0.7110428580386096,2.7265216131517196,301.1760560538123,24.63175384722818
50,5.26,Chandpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,263,30,20.0,60,80,,0.2069406843342435,0.2491494864290294,0.2504046841121363,0.0565593410118249,0.244284950998653,0.31591435917887417,1.5479139076232327,4.282594905237979,301.02490795458533,23.63617097500848
71,2.183098592,Chapai Nawabganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,155,30,20.0,60,80,,0.372994229085631,0.3607536454267306,0.3140133434390434,0.0710844319131694,0.2662611383381359,0.3400854056068637,0.9371544517957912,3.63146945099084,303.11669103753417,21.369431003130657
95,4.810526316,Chattogram,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,457,30,20.0,60,80,,0.2968827150300339,0.3344371289648777,0.3420172801180706,0.1040083572515977,0.291756878234579,0.43971586083485775,1.510188536523734,4.378943778104506,302.5547088512277,24.397448991818862
77,4.701298701,Chuadanga,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,362,30,20.0,60,80,,0.3525594225872085,0.3567854114168085,0.2719459361764927,0.1151965656810258,0.372967925798721,0.42691960499845033,1.1961617278825172,4.293124960655208,304.18464675716865,19.516917492391705
142,2.605633803,CoxsBazar,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,370,30,20.0,60,80,55.0,0.3290250380015852,0.3477376069508673,0.3195409717124426,0.0335026915416728,0.280567372051847,0.3893000629098295,1.4810040250728926,4.067476769497036,301.3606169820501,24.66470303816205
330,1.081818182,Cumilla,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,357,30,20.0,60,80,,0.1337973760585641,0.2704188941716587,0.291481144108595,0.1347255058022247,0.2661785623056151,0.36015089958803376,1.016830926874478,3.70498407221649,302.03622124703026,24.0044590910486
31,7.580645161,Dhaka,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,235,30,20.0,60,80,,0.2388020657596918,0.2121540023104968,0.2447802058154982,0.0679722464791276,0.2739750686969379,0.31619173012087587,0.8603780624945326,3.2264241514418526,302.0779021831952,24.451585516958687
47,12.10638298,Dinajpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,569,30,20.0,60,80,,0.0654733330872791,0.1628287804471099,0.2914313223600125,0.1177725127434581,0.3916540989397346,0.29361297393061464,0.5906188932922444,2.4415518990930263,303.29303257856867,23.898004872938994
479,1.350730689,Faridpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,647,30,20.0,60,80,,0.2985891466935776,0.2417379644570227,0.2975502717590425,0.0738278425673817,0.5012944760184437,0.36950393065435155,1.0255840383280754,3.7226566677702113,300.6854814928145,23.267961345761496
28,1.964285714,Feni,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,55,30,20.0,60,80,,0.0507026668147709,0.1885039674086901,0.2778078400860854,0.154000157193545,0.2107211652615962,0.3683933990647823,1.1116703209705519,4.015187386586869,303.18805476701885,24.58495071570952
11,13.54545455,Gaibandha,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,149,30,20.0,60,80,57.0,0.02131745298654,0.1679196318515741,0.2478348479411857,0.1332979027018208,0.2909507765996219,0.25672840003964853,0.6181917479714849,2.542718406843632,300.65703866549455,24.206562564804255
40,5.9,Gazipur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,236,30,20.0,60,80,,0.1101810937198298,0.1782788840637368,0.2027126053012272,0.1394091700248046,0.2642814227206714,0.35415536929450075,0.9935768689480912,3.410491283675338,302.09495066391077,25.0423808691901
52,11.36538462,Gopalganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,591,30,20.0,60,80,56.0,0.3587029695775944,0.3605827304791515,0.4262801911371143,0.0601312236038219,0.3983745038075617,0.4008617328923985,1.4719071771724277,4.47454950548754,301.28736331403496,21.839997947569074
141,3.780141844,Habiganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,533,30,20.0,60,80,,0.1404958846908667,0.18041933275302,0.1973698930485752,0.0553627817411526,0.2185560015489672,0.24977820404829923,0.889542579102003,2.7178676956843435,300.95557326070707,25.109852550953956
86,4.069767442,Jamalpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,350,30,20.0,60,80,,0.0660620517345922,0.1651581312342611,0.1737837077478204,0.0815305101222554,0.2256493291364875,0.2730802159182895,0.6445571889039657,2.6331983009544744,301.28508255365495,24.701703484881545
204,5.980392157,Jashore,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1220,30,20.0,60,80,,0.1878303907762366,0.2604036718011925,0.3564320953995454,0.0845019318060876,0.3985753946916057,0.3410303463922603,0.8878334314309603,3.3733065889805602,303.92204168404675,20.156680581509985
742,6.132075472,Jhallokati,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,4550,30,20.0,60,80,,0.3198153813956541,0.3257560376153326,0.3783013212372098,0.1042504750053043,0.4467251837879121,0.37875024902280124,1.1722029066612814,4.036650451151125,301.54320644511625,23.402040455367644
97,14.50515464,Jhenaidah,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1407,30,20.0,60,80,,0.3144404421042321,0.308165171186933,0.3402855752061854,0.0444197773921479,0.408777297617167,0.37701098211052647,0.9965373699989257,3.75363352609322,304.07831527522853,21.273251246514437
31,9.774193548,Joypurhat,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,303,30,20.0,60,80,64.0,0.1336078370665993,0.1805981085381633,0.2267393031071855,0.0958661034809531,0.3944038962894077,0.2812240486202031,0.6473140655848998,2.674177457260743,302.0526133835137,24.11168806112505
