Area,District,Avg Temp,Avg Humidity,Crop Name,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Silt,Bulk_Density,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Extreme_Heat_Risk,LST_C,Yield,Season,Transplant,Growth,Harvest
1,Sunamganj,21.6,71.0,Laushak,26.0,14.6,71,70,0.3051234643595195,0.8512938054788386,0.3456442475578807,10.983373205804492,0.4080787005274886,0.4080787005274886,0.2797406259822649,0.0571254560236857,0.1940402235914102,-0.0523863372244896,796.4624108724175,6.35,19.75074184025415,2.105892021317662,30.99,44.86,1.302989812014031,Optimal,Loamy,0.1899835888206179,0.2976971818163155,0.0550978284564369,Moderate,91.4,0.0,1.12,4.53,Low Risk,23.543773263643125,5.0,Rabi,September,Oct To Nov,Nov To Feb
1977,Pabna,20.6,69.0,Kakrol,41.0,9.7,90,69,0.308239875505386,0.7241785505619327,0.1534125719236675,17.645542052907732,0.1218302022162669,0.2338381614623687,0.1213746717580963,0.1135561893948807,0.3890033762985679,0.2688183462882809,1000.8474620320952,5.7,11.984052750273364,1.7352418127286968,26.29,42.72,1.3104512066733949,Optimal,Loamy,0.178339468576593,0.2241460973329387,0.0071294833169652,Optimal,638.57,52.5,2.74,7.13,High Risk,32.014242651083684,0.3277693474962064,Kharif 1,April,May To July,July To Sep
2602,Nilphamari,21.3,72.0,Karala,26.0,13.9,72,49,0.2595217056856542,0.8177289349211202,0.3346447327588853,12.147119526941111,0.3661095589249033,0.3661095589249033,0.2776741103286078,0.0884025586446024,0.1671656513462638,0.1359436343319069,837.8128908757084,6.0,21.653756949271248,1.5792046024336075,35.29,38.34,1.2569711373015515,Optimal,Loamy,0.1826790237528686,0.3056398142128372,0.026143090791091,Moderate,73.57,0.0,1.15,4.23,Low Risk,25.3068261504938,0.4181398923904689,Rabi,February,March To July,Aug To Sep
3706,Panchagar,25.0,73.0,Onion,25.0,14.4,84,73,0.3195090823961303,2.398416484574548,0.4123585618871537,24.36216745849228,0.4330276903561196,0.6160121916559655,0.1461265038009304,0.1612600439969061,0.5860676374803626,0.1663786160668837,594.4129475737368,5.71,24.018850973102733,1.753336440024836,26.87,44.6,1.2925249834655863,Optimal,Loamy,0.1989807254925876,0.3238458912890026,0.144857052447894,Optimal,64.71,0.5,1.44,6.77,Low Risk,26.153707465297217,6.6767404209390175,Rabi,October,Nov To March,March To April
1,Pirojpur,19.7,80.0,Green Papaya,43.0,19.7,80,59,0.3430748274012365,0.5861648319529486,0.4196418844853841,18.210028855772418,0.3913000109677863,0.4112471480421915,0.2090443309586991,0.1516066833370156,0.3816211435469792,0.2824404233888691,823.3393082270658,5.76,23.46086426583447,1.2846884916065278,31.1,44.81,1.2804808524705449,Optimal,Loamy,0.1505726429382707,0.530633979102741,0.0126164524053841,Moderate,656.33,46.0,2.58,5.2,High Risk,29.96292066476265,1.0,Kharif 1,June,June To August,August To September
25881,Narayanganj,22.0,75.8,Date Palm,36.0,18.6,85,48,0.2681276075772179,1.1753922543928168,0.2774498063112943,18.83917885895901,0.1922534011892434,0.1922534011892434,0.0551223221637298,0.1040555476918256,0.2491880114040554,0.0263838597638614,803.5760831269837,5.86,12.24199964658094,1.8874980610454577,31.66,40.97,1.28739353650973,Optimal,Loamy,0.2337445420728124,0.2609623949211457,0.0753133461206144,Optimal,896.28,43.5,2.76,6.56,High Risk,30.08467769311751,28.732776940612805,Kharif 1,April,April To May,Feb To March
21819,Dhaka,28.2,84.0,Black Berry,30.0,19.7,84,60,0.3493345703208415,0.8462175683490973,0.3608188761046018,24.614334053908205,0.2860298894570437,0.2860298894570437,0.073286030980748,0.1087239969301513,0.4522466959127006,0.1634218257137392,809.4779404924623,5.9,20.174213061008118,2.2192758944270774,26.47,40.59,1.2724697745265223,Optimal,Loamy,0.2150788672141702,0.234070082175695,0.0617860929035511,Moderate,1137.55,42.0,2.16,6.69,High Risk,30.196799488320828,1.4392501947843623,Kharif 2,June,July To August,June To September
271,Chattogram,25.0,74.5,Boroi,30.0,24.1,89,69,0.3536397710913011,1.6092603396684548,0.5123848895482069,25.582340826878184,0.437143028100889,0.7153341901307279,0.1733851090203678,0.1715999313382222,0.6297959428573604,0.3513873360823151,457.19612157447307,5.62,16.12037951915639,1.1172366048355276,31.02,52.82,1.2968905120029257,Optimal,Silty,0.1547823058258115,0.3905218919609677,0.0428885664421042,Optimal,98.78,4.0,2.11,8.51,Low Risk,29.79076369331712,2.952029520295203,Rabi,May,December To February,February To March
937,Jhallokati,23.4,79.7,Green Palmyra,30.0,14.3,85,75,0.274899883507309,0.9039149934933018,0.4183365422300659,12.619100750654036,0.2791166697638655,0.2791166697638655,0.2725310499482417,0.1650575258204126,0.2702260572587774,0.2403090063977845,708.6636907269123,6.01,19.6457527112316,1.2562390593329995,32.01,41.85,1.2916571873698794,Optimal,Loamy,0.2223646053244734,0.5112322684108536,0.0599796741962826,Optimal,1451.65,0.5,1.21,5.1,Low Risk,24.28421585420476,9.533617929562434,Kharif 2,April,August To October,May
1,Thakurgaon,28.6,75.8,Jack Fruit,52.0,27.0,93,59,0.3813980578837875,1.3316672656977129,0.3709841703640643,13.879053226235404,0.3311592382662683,0.3477912614082843,0.0556387674149368,0.0954021152067621,0.2057338526391612,0.0455537495083424,1019.5699869593242,6.11,20.79820215944403,2.773741400294843,36.33,45.5,1.276866832157456,Optimal,Loamy,0.1513085428151819,0.3691832849079893,0.0503199813104991,Moderate,1043.06,44.5,2.42,7.12,High Risk,31.530221689417147,13.0,Kharif 1,April,April To May,April To June
2555,Jashore,28.9,72.0,Mango,36.0,24.2,81,70,0.2748179842943047,0.7975388287384293,0.2378924857557527,27.68091882793498,0.1363972451960001,0.1661420392798916,0.1310534971443604,0.0860978492703962,0.2007069334155771,0.3232518657452217,875.0961434144351,5.84,21.75072867299645,2.4072452894936127,35.54,42.09,1.2218915333232268,Optimal,Loamy,0.2951237256905407,0.2531154477080674,-0.0025831199458235,Optimal,485.51,28.5,1.76,6.83,High Risk,29.730987785519837,3.790998043052837,Kharif 1,April,April To May,April To June
2482,Munshiganj,27.0,65.0,Karala,39.0,14.0,65,60,0.3385708289270822,1.2634181651178344,0.5203245242121748,7.37080010373352,0.3943549953563172,0.5875523714157194,0.1727154383332502,0.2181082136415833,0.482028402505798,0.3206073033095024,704.5136096525886,6.26,24.96832913979254,1.8119644782234765,25.58,48.42,1.3212624002157087,Optimal,Loamy,0.2738543844991297,0.3576631171792244,0.0584763370002286,Optimal,96.21,1.0,1.84,8.28,Low Risk,27.3668731903939,0.4065269943593876,Rabi,February,March To July,Aug To Sep
1,Lakshmipur,20.1,72.0,Ripe Papaya,41.0,20.1,81,72,0.336739041318719,0.8603647532270864,0.3810946340610601,26.53942562406952,0.2197385498343672,0.2377632046980507,0.1238359774821771,0.1821108203677308,0.3837681347005035,0.1736834648687545,980.4065109563348,6.2,19.28310152360561,1.331029276023307,33.31,38.59,1.301864673035538,Optimal,Loamy,0.1864922163806707,0.2512405857002975,0.0066600960012055,Optimal,897.09,48.5,2.37,6.92,High Risk,30.93102575554962,2.0,Kharif 1,April,April To May,April To May
901,Jhenaidah,20.1,60.8,Palmyra Palm,26.0,14.4,70,49,0.2788621298601786,0.912293713183078,0.3939893700854371,7.587812087424137,0.4302415779890717,0.4302415779890717,0.2195291170399009,0.0759905824247413,0.1358155911228757,0.2347820595273638,811.0865941352938,5.81,28.565659979560436,1.854628592252369,23.86,38.09,1.325184365558928,Optimal,Loamy,0.1807040953688534,0.1662211279514999,0.0678692519812413,Moderate,101.19,0.0,1.11,7.29,Low Risk,23.36699088522252,1.5649278579356272,Rabi,September,Oct To Nov,Nov To Feb
1006,Bogura,27.5,66.3,Puishak,33.0,25.8,80,51,0.3564416036100125,0.9197083417942652,0.4905369220115453,15.93747279552886,0.2460036177060676,0.3825487321231032,0.123457661542548,0.1946859400064118,0.1937013752675759,0.3702245402220501,947.949192191159,6.34,12.784865011749323,3.069155150072441,37.23,34.78,1.279233253675147,Optimal,Loamy,0.2478687537616986,0.2315396058987873,0.067074839183706,Moderate,913.65,45.0,2.65,6.52,High Risk,28.09344009964298,31.099403578528825,Kharif 2,August,Sep To Jan,Feb
2091,Moulvibazar,30.0,69.9,Lentil,30.0,23.5,75,45,0.3798900625448081,1.2360759158054988,0.578607543514446,25.644615247355134,0.4037871355430552,0.7934436444626081,0.2675982854928707,0.1883974989688894,0.5865363766540573,0.4427327468698147,603.8056166611481,5.84,29.452891393194,2.092803976741417,32.7,41.55,1.3146483672605684,Optimal,Loamy,0.300984173878738,0.2896701412822217,0.0875596724152469,Optimal,1626.4,1.0,1.73,6.69,Low Risk,29.426681754024425,0.7154471544715447,Kharif 2,October,Nov To Feb,Feb To March
933,Joypurhat,19.0,76.2,Green Coconut,30.0,5.0,91,59,0.346823614416122,1.0174759173172931,0.3020638126287568,13.74713041767052,0.3247128108267963,0.3917136411063672,0.1309007321130608,0.0952595306948477,0.3869797964641481,0.5197624531471547,835.7544790574628,5.65,21.248518651792143,1.5354741614679372,31.58,32.02,1.2917395343608065,Optimal,Loamy,0.2671663942154216,0.2211461105818934,0.0686125839345152,Moderate,596.69,45.5,2.65,7.18,High Risk,29.125434595612344,1.264737406216506,Kharif 1,May,June To August,August To September
2097,Moulvibazar,31.9,69.5,Betelnut,35.0,10.8,85,59,0.4327765693232142,1.2708227627473203,0.5122648824410823,25.90751553604793,0.346027997980955,0.6646605543560983,0.0886419857307875,0.1936983922611168,0.2912332660733405,0.3391541546225942,465.78048183976944,5.7,14.854759040341868,3.141633172188202,30.88,42.19,1.2462532260498085,Optimal,Loamy,0.2726068895796801,0.2821667663889841,0.0018622140789659,Optimal,1626.4,1.0,2.34,7.19,Low Risk,27.56478848260009,15.231282784930851,Kharif 2,July,Aug To Jan,Jan To March
2210,Natore,28.0,77.3,Gram,36.0,26.0,95,48,0.2686594424756517,1.0616919482132463,0.4832147131679199,16.644134672199804,0.276873667799842,0.3831577556928675,0.1331048421041273,0.1853809051650334,0.3219614318296691,0.475304096331584,750.5947979658695,6.07,20.48628519235835,3.0670494021886503,33.82,43.34,1.2810164819026162,Optimal,Loamy,0.1947573408672838,0.2425055618643296,0.1364523578932827,Optimal,772.89,53.0,2.25,6.83,Moderate Risk,31.204736385288363,3.213122171945701,Kharif 2,August,Sep To Oct,Nov
1129,Lalmonirhat,24.7,81.2,Green Palmyra,28.0,14.5,85,70,0.2334198439690573,0.8419609411437176,0.3414382286359589,10.289005386957635,0.3660551525793905,0.3770712491765973,0.2341632838629243,0.1777004681860408,0.0837742664790209,0.1953482910681518,409.6576678207175,5.96,28.80774336676005,1.46772552568841,32.16,44.78,1.3065053802306386,Optimal,Loamy,0.2028935066747565,0.1986513355279639,0.0219062117605171,Optimal,993.02,0.5,1.19,8.88,Low Risk,23.4259203439454,2.238263950398583,Kharif 2,April,August To October,May
392,Kurigram,27.5,78.9,Wood Apple,31.0,10.1,94,49,0.2817697344045128,0.9927815263834447,0.2385086479122338,16.104628675538827,0.2233376811847851,0.2233376811847851,0.2066911446090496,0.1435448076372584,0.2971851987564698,0.2835545772206675,803.6628310934605,6.46,19.415753040058537,1.992377335652171,36.47,45.23,1.2774702569347272,Optimal,Loamy,0.1076298045667071,0.2903684636233596,0.0549417104869831,Optimal,1572.26,40.0,2.33,6.65,High Risk,24.35251334269302,0.971938775510204,Kharif 1,May,June To August,August To September
652,Bandarban,24.8,74.4,Kolmi Shak,40.0,9.4,79,69,0.3403412492657278,1.6500213150623362,0.3751951044192422,25.7083256306327,0.1750600751456666,0.4927175867477767,0.1007917170324401,0.1722848789423917,0.2746067183179655,0.4948763527045567,944.0848448299348,5.69,22.28610139164332,1.2366885286983984,31.47,37.41,1.2771454402250713,Optimal,Loamy,0.4018397645528465,0.2691719887872455,0.0156507000240427,Optimal,1122.24,16.0,2.16,6.15,Low Risk,29.626950613445292,21.607361963190183,Kharif 1,March,April To Aug,Sep To Oct
509,Barguna,24.7,70.7,Kakrol,36.0,5.6,79,64,0.3624070143592654,0.7017872293764806,0.4380812705724815,25.401572516774227,0.2481367311973598,0.2709055034332255,0.1027567100097733,0.1760152805965218,0.4976888462082546,0.5758360120923266,718.444321247554,5.76,22.163262383124263,1.5932695489545954,32.45,40.26,1.2686509061126208,Optimal,Loamy,0.2477592932037634,0.3048710552335577,0.0826611279015631,Optimal,875.14,15.5,1.64,8.77,High Risk,28.06286934180815,4.033398821218075,Kharif 1,April,May To July,July To Sep
1754,Khagrachari,14.7,71.0,Patal,40.0,14.7,71,63,0.3506059749454694,1.275267999917031,0.4959372319125602,25.65638939152849,0.4242279656849823,0.6589320771596733,0.2993748771393812,0.1564393073277799,0.4384393661691832,0.344521058242722,852.704761767246,5.67,19.42590176298885,1.526235230526515,34.87,39.42,1.2515321863758593,Optimal,Loamy,0.1752574450893206,0.2269437488598527,0.0577975147329999,Optimal,1337.03,0.0,1.5,5.48,Low Risk,24.037876007548988,2.19327251995439,Kharif 2,August,Sep To Jan,Jan To March
3093,Pirojpur,28.3,69.0,Beans,35.0,26.3,85,69,0.4324070954009366,1.075246208405342,0.4852383656043758,24.342147670479957,0.3777300882635549,0.4786360706487341,0.1611548974587882,0.1751506131237043,0.4878238960174115,0.470533207202366,558.2756126679694,6.15,21.54413554440972,1.5816594590762898,28.34,38.1,1.289910248292894,Optimal,Loamy,0.4317901934445265,0.2897144894067912,0.0632582138393886,Optimal,656.33,14.0,2.56,8.95,Low Risk,28.516842787112708,7.2657613967022305,Kharif 1,June,July To Nov,Nov To April
47328,Satkhira,22.7,83.0,Date Palm,52.0,3.6,85,83,0.2153784898771278,1.216512652262385,0.4177456395766828,26.21251954615847,0.3081263381075527,0.4537555074560679,0.1278894112014814,0.0864245210937507,0.2099534328629599,0.515728044826923,988.7515254877908,5.57,28.11261984404736,2.287557787133277,34.71,39.94,1.2810529433114726,Optimal,Loamy,0.1249579485741512,0.2885837883794279,0.0652215376769035,Moderate,441.07,44.0,2.64,6.79,High Risk,29.93995893501956,3.7615576402974975,Kharif 1,April,April To May,Feb To March
2316,Rangamati,27.7,67.1,Green Palmyra,35.0,19.4,73,41,0.4814217635022361,1.3872752094188112,0.6120706539726793,25.62508317954256,0.3759717471622551,0.7925173041836736,0.0494326657980392,0.1772701935458144,0.5714952081473039,0.585245019883642,655.6012875571053,5.46,13.166121336226354,2.029735749957628,31.12,43.8,1.2879276291172443,Acidic,Loamy,0.3147266553294029,0.1903319477423705,0.082644125388365,Optimal,1450.75,14.0,2.69,8.35,Moderate Risk,28.02061289562713,21.3272884283247,Kharif 2,April,August To October,May
1231,Madaripur,19.5,79.2,Banana,43.0,17.1,85,49,0.2992198320364144,1.0267640157440636,0.4074228202777478,15.278145779364358,0.319901256147873,0.484313225185828,0.1874502651345744,0.1095605812949034,0.4793026148551594,0.1289886636601857,805.2038584075368,6.14,18.09074976504539,1.531831785027502,29.95,36.92,1.2126587702579554,Optimal,Loamy,0.2831255894067535,0.2844248271502935,0.056953499401306,Moderate,149.59,20.0,1.81,6.64,Low Risk,28.596191262675895,0.0,Rabi,January,Jan To Jan,Jan
3594,Joypurhat,21.2,58.2,Sweet Potato,26.0,14.5,95,50,0.3137795704288342,0.5916058578340699,0.4177412752773262,12.68565039903094,0.278868336651823,0.2810755698427731,0.278868336651823,0.0968270157887671,0.1969909199614963,0.0860788261350412,723.652071385353,6.24,18.386204498737317,2.0228279109454377,30.52,47.5,1.283169982472914,Optimal,Loamy,0.2151849967941556,0.2114842282205042,0.0169838852318111,Optimal,73.46,0.0,1.58,3.94,Low Risk,23.871073995018296,4.745130773511408,Rabi,November,Dec To March,April
12613,Chapai Nawabganj,21.9,80.0,Safeda,36.0,14.7,84,59,0.2010690582304303,0.9888239981055578,0.3053670514634385,13.079837158729926,0.3278928526246152,0.4033211853678773,0.2468426877709068,0.0946121912190384,0.2607916293541363,0.054271481271279,671.9532371976727,5.74,18.087524689580217,1.741313223234152,35.03,37.61,1.3143320297953909,Optimal,Loamy,0.2157467066503012,0.267566932863557,0.055991343724984,Optimal,342.22,41.5,1.53,6.34,High Risk,27.698645247501293,2.534052168397685,Kharif 1,April,April To May,Jan To March
1,Kushtia,24.3,66.6,Mango,31.0,24.3,90,59,0.2352656176895986,1.0513877407026435,0.4190725258028698,14.644076685108658,0.3057358211945852,0.3057358211945852,0.2380452159548326,0.2275685805870532,0.182719305734632,0.0883419463098011,879.704581437261,5.57,18.199024750057863,1.996283484137936,33.41,46.21,1.264107634013016,Optimal,Loamy,0.1940739950102941,0.2296095754171119,0.0328846833872094,Moderate,638.57,19.5,2.17,6.04,High Risk,28.536460692270573,1.0,Kharif 1,April,April To May,April To June
1,Kishoreganj,29.0,70.6,Jhinga,35.0,8.9,96,48,0.5158048668783016,0.8928651142399554,0.2833958945926839,17.30222095681122,0.22572673058974,0.3553479303633355,0.1259864852410643,0.1110425578534791,0.2127410172110016,0.3880066860060426,963.2442242739944,5.47,19.35510749057028,1.3526008883270686,29.59,43.55,1.2858994935885557,Acidic,Loamy,0.2195421957137937,0.2180739296415823,0.0395522243443723,Optimal,1512.93,45.0,2.64,6.87,High Risk,30.07103745424933,16.0,Kharif 1,April,May To June,June To Aug
1,Narayanganj,22.6,60.0,Lemon,35.0,19.6,64,60,0.3754565677890578,0.6969728344971887,0.5263529704899029,15.041161873077511,0.3802089122290698,0.5015559697297712,0.2985079525363466,0.1681681859199436,0.2237871991443502,0.5248750758888756,922.889628315149,5.67,19.84763074582775,1.5604002982164362,35.66,36.25,1.3103084507835063,Optimal,Loamy,0.2430471325992126,0.4665534100817482,0.2064016432167638,Moderate,96.21,7.5,1.27,6.94,Moderate Risk,28.403740431045,2.0,Rabi,January,Jan To Jan,Jan
1727,Lalmonirhat,17.4,66.0,Gourd,22.0,14.1,69,66,0.3852344622379386,2.196641690061892,0.5148786575259441,25.769798728146377,0.3717803240416631,0.6160047165291216,0.1130305419213611,0.2471126017154672,0.429585303684547,0.5848771299901865,398.2640644149066,6.09,12.487652742176422,1.978294249008938,26.14,45.58,1.30228825220531,Optimal,Loamy,0.1267636568383255,0.4799143402958494,0.0359368563033581,Optimal,993.02,0.5,1.89,7.86,Low Risk,29.409606928486472,2.68326577880718,Kharif 2,July,Aug To Jan,Jan To March
1708,Coxsbazar,30.0,72.2,Radish,41.0,25.7,81,65,0.4495793781011286,0.8558081133928159,0.3988968547084029,24.910525683972796,0.4146180358832296,0.68554733936703,0.2570750080742576,0.1604990652342637,0.3130204792488567,0.5344436220824761,627.4959143679171,5.96,19.770959425754302,2.275363635783461,29.33,41.14,1.2711104525041657,Optimal,Loamy,0.3047704477494305,0.2294463388283508,0.0410795166596811,Moderate,2423.67,0.5,1.59,7.43,Low Risk,29.221367345831545,2.1943793911007026,Kharif 2,October,Nov To Feb,March
351,Chattogram,22.7,71.2,Banana,30.0,11.4,79,63,0.5317880955869498,2.401783460763028,0.2163330192061446,25.95104349657406,0.2845766317104628,0.2845766317104628,0.1236157031636173,0.154818940846172,0.3094111063924502,0.3274610487466781,1235.1721131397433,5.49,20.79578485257023,1.157687735235575,30.63,39.96,1.296259452777067,Acidic,Loamy,0.2201315850938954,0.2687339110089548,0.0288507724123683,Moderate,98.78,1.0,2.41,5.98,Low Risk,27.57368727365816,5.8091168091168095,Rabi,January,Jan To Jan,Jan
1,Netrokona,26.5,79.0,Taramind,35.0,9.0,79,59,0.3667233688808304,2.2675856557291043,0.5063043533602528,25.94581769166887,0.4770752547057496,0.7474458485027036,0.2691481943552873,0.1551080535667254,0.4269420239671485,0.5961395026871473,716.649734539593,6.34,14.724132277015014,2.263880521207719,31.93,43.32,1.2862612260265216,Optimal,Loamy,0.2270773389930208,0.2691949491298562,0.0311250663756777,Moderate,1997.22,11.0,0.4,7.3,Low Risk,28.35667654524681,1.0,Kharif 1,February,March To April,February To May
1,Rangamati,19.5,81.4,Chalkumra,36.0,16.4,85,51,0.3149057321263811,0.7300557219220307,0.3761580388185568,11.88001530289171,0.3213713343897665,0.5026393565346553,0.2924467737321747,0.11141257724201,0.112438523454937,0.5562164406242605,697.9894582325844,5.98,18.854972588967488,3.0564246136089865,36.23,39.36,1.291062065090776,Optimal,Loamy,0.359512950429986,0.2260338122541305,0.0304350405302773,Optimal,1205.62,1.0,1.44,6.18,Low Risk,23.59209678003987,0.0,Kharif 1,March,April To July,July To Oct
2874,Gopalganj,25.2,69.4,Carrot,31.0,20.1,80,60,0.2810157799078067,2.2118695870195832,0.6085089967980972,25.96837118096643,0.4061687230375678,0.7116145822358803,0.158427461931898,0.1410750824879522,0.4488585224437637,0.4996619632651914,980.9661606793225,5.79,19.364759945439168,1.776053649711507,31.4,41.51,1.2775849223028812,Optimal,Loamy,0.2156947807984451,0.408513716764169,0.0264644939916602,Moderate,1238.15,22.0,0.0,2.99,Low Risk,29.69806818294444,2.784272790535838,Kharif 2,October,Nov To Feb,March
