Area,District,Avg Temp,Avg Humidity,Crop Name,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,LST_C,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Season,Transplant,Growth,Harvest,Yield
646,Kurigram,25.3,78.6,Amra,1296,30.0,19.5,86.0,71.0,0.14052294934561027,0.7790225857485187,0.5344170308664464,17.53462815919394,0.1869794938259982,0.1869794938259982,0.0785353719902482,0.15432536020025797,0.05710307406819702,0.13419611591173014,1323.533586561437,5.58,27.144369256764495,3.2243020573341075,30.69,32.13,37.18,1.290824218425004,8.418680624236488,Optimal,Loamy,0.3990815016791484,0.39949613980009435,0.032444796644874166,1.0010389810582583,Optimal,1572.26,0.0,0.64,6.56,62.14466403162055,Low Risk,0,27.368793914853086,0,0,Kharif 1,June,June To August,August To September,2.0061919504643964
51,Netrokona,22.4,69.0,Mug,15,25.0,22.4,69.0,49.0,0.3144641361350585,0.7910000658616961,0.7319870420390827,9.702761188127557,0.43322917703260877,0.5611542149158387,0.34800485132400716,0.14394090332750997,0.07882846770402421,0.21327213577614212,706.9936117659777,5.94,16.86889114225814,2.3739343758035223,32.15,27.3,40.55,1.2462969134789974,7.105879300706619,Optimal,Loamy,0.27058243349993705,0.43320243864167257,0.042147104345301736,1.6009998618102212,Optimal,1391.11,0.0,1.67,3.17,62.103125,Low Risk,0,26.329835862852242,0,0,Kharif 2,February,March To May,May,0.29411764705882354
219,Narsingdi,29.1,80.2,Chalkumra,585,35.0,20.4,97.0,69.0,0.2955673936988002,1.128059487786351,0.4058143340206407,16.140342661309937,0.16374776524588475,0.32773284407635384,0.14273247227943134,0.07133615665241891,0.18206885622095215,1.0,956.2073543058043,5.56,24.531015381137955,3.1781845044146295,34.49,31.08,34.43,1.3246877667349617,7.718562389019064,Optimal,Loamy,0.3480249701989191,0.37198608642874875,0.003444201463563605,1.068848842128007,Optimal,1043.06,37.0,3.0,6.54,35.84398625429553,High Risk,1,29.84446558271752,0,0,Kharif 1,March,April To July,July To Oct,2.671232876712329
714,Rajbari,11.1,79.3,Jamrul,75,35.0,10.4,86.0,79.0,0.31446492581458785,1.5484284186159267,0.4947612640188797,24.283035040099666,0.3951611821702499,0.5172669302785403,0.35706373100416205,0.14415207216400264,0.3226458788015792,0.4159301834452743,1190.162406568832,5.69,24.258207095833438,1.8057765297999868,31.06,27.5,41.44,1.2916526811366447,13.433670609574458,Optimal,Loamy,0.356331826991835,0.3700697122645683,0.018663616385512064,1.038553629600558,Optimal,996.2,0.0,2.26,5.68,89.74774774774775,Low Risk,0,27.774654747767713,0,0,Kharif 2,June,July To August,June To September,0.10504201680672269
139,Noakhali,20.5,68.0,Cucumber,368,40.0,19.7,68.0,47.0,0.4876331676963218,2.124983274227251,0.6503529612352434,25.926929390965725,0.4454599423191836,0.5590888894056031,0.12575816858594083,0.20538551124419097,0.5333891446720478,0.5106416702383894,777.196631953433,5.5,21.579401246379412,2.5195430506569636,35.71,26.38,37.91,1.2910845223551972,8.564807511724258,Optimal,Loamy,0.41121644156969417,0.3873920902100393,0.02483665784383964,0.9420637188807125,Optimal,1533.16,0.0,2.37,26.71,74.78829268292684,Low Risk,0,28.929849464597662,0,1,Kharif 2,September,Nov To March,March To Jun,2.647482014388489
150,Jamalpur,25.0,69.0,Puishak,1756,25.0,13.2,71.0,69.0,0.36975131502435765,1.3476742839140492,0.6429958244618077,25.123702057340253,0.39753074172779646,0.45000929691282326,0.39753074172779646,0.17334548501879404,0.27856180607051856,0.37193131208329194,821.5073310716557,5.71,27.478638003767784,2.375402613718598,37.46,24.54,38.0,1.3134255813772178,11.56799181960614,Optimal,Loamy,0.518016542878266,0.36152605911105595,0.010283225213507736,0.6979044667228217,Optimal,1091.34,0.0,2.34,4.36,43.6536,Low Risk,0,29.073560373984375,0,0,Kharif 2,August,Sep To Jan,Feb,11.706666666666667
480,Rajshahi,20.7,71.0,Aman,931,36.0,7.4,95.0,71.0,0.41927033305484895,1.3682759848480865,0.6217932090951348,24.967750864414633,0.4074580723684241,0.5528846961051535,0.16106965723401956,0.16711514911494316,0.2894239937753013,0.6765392599386881,803.4629868810521,5.9,20.08248043095835,1.5834069541827192,32.81,24.11,43.08,1.298495041063156,12.683082121060904,Optimal,Loamy,0.2161650092305813,0.25219607925425436,0.006178859853201015,1.166683174820579,Moderate,772.89,0.0,1.8,6.68,37.33768115942029,Low Risk,0,29.654369458208347,0,0,Kharif 2,June,July To Oct,Nov To Dec,1.9395833333333334
336,Joypurhat,29.7,91.1,Barbati,50,39.0,11.6,96.0,60.0,0.4215091596128324,1.5085429991972696,0.5002069021356468,24.291388555045298,0.3435555371582859,0.4704500400162708,0.17524582790281618,0.15391827695340718,0.4116643316717863,0.4900240457110722,783.4082242669249,5.91,18.654188695720954,1.6695344876271578,34.74,19.15,46.11,1.2769120696908987,11.17328742470807,Optimal,Loamy,0.2435859655677993,0.3225471638801044,0.035730755626204785,1.3241615260068307,Moderate,783.3,0.0,2.96,8.54,26.373737373737374,High Risk,0,27.80239270172288,0,0,Kharif 2,September,Oct To Dec,December To April,0.1488095238095238
114,Madaripur,27.6,69.1,Jhinga,664,34.0,20.0,90.0,60.0,0.32291369094622147,0.6762764134072741,0.3405568805612368,10.86892356427404,0.3195290792362584,0.3195290792362584,0.1127062104471061,0.12464462104054365,0.2289414736563747,0.24133707683997277,766.4339508511679,5.8,20.52277943995176,2.518240334835273,27.3,33.61,39.09,1.2701515219903428,8.149650831994249,Optimal,Loamy,0.35600514072857964,0.4942647032116376,0.07435474169110037,1.388363949464617,Optimal,668.31,1.0,2.34,7.13,24.214130434782607,High Risk,1,29.516527243112265,0,0,Kharif 1,April,May To June,June To Aug,5.824561403508772
98476,Natore,35.0,65.8,Radish,6861,35.0,26.2,74.0,49.0,0.3961682653895062,0.933081470529318,0.5058070583196166,13.896941925463615,0.3495568417220544,0.48501994763095646,0.34427957491669164,0.07901585953892054,0.24471498192037422,0.46707307271394355,886.2184388995171,6.28,22.857634497137205,1.3359279827705877,37.43,27.24,35.33,1.2831040391941249,17.10993016983793,Optimal,Loamy,0.28540243133153087,0.28659048962921785,-0.010230836403954308,1.0041627476407406,Moderate,772.89,63.5,2.24,6.55,22.082571428571427,High Risk,1,30.55968566444848,1,0,Kharif 2,October,Nov To Feb,March,0.06967179820463869
63,Magura,20.0,72.6,Garlic,198,20.0,18.5,85.0,60.0,0.35500577632414626,0.9019739153704709,0.4121191904840874,10.783110828880966,0.4486034969247148,0.49927109926981056,0.1986007295864991,0.057295416767254526,0.1082940931590861,0.4519064432037411,731.5012887170412,5.31,20.394464628520073,1.7007402899526853,33.38,30.17,36.45,1.3077030342175981,11.991522014855923,Acidic,Loamy,0.2114043605476423,0.2683179992782869,0.044180851780101484,1.2692169574137924,Moderate,996.2,1.0,1.88,2.53,49.81,Low Risk,0,27.240589131613262,0,0,Kharif 2,October,Nov To Jan,Feb,3.142857142857143
363,Jamalpur,28.0,69.0,Palong Shak,408,35.0,20.2,77.0,69.0,0.19850184325395817,2.376517667978132,0.5962212574913417,12.348486231476844,0.34416099282815177,0.7198129093029583,0.12759439726527436,0.22861208669951816,0.3100346167567861,0.2707861568535295,720.4394026396257,5.69,16.736217820566697,1.7182161664180293,31.04,24.69,44.27,1.2361717644296866,9.740461152485105,Optimal,Loamy,0.2374807632185673,0.24180958720524243,0.021424248722289103,1.0182281037335688,Optimal,1091.34,1.0,2.25,28.61,38.97642857142857,Low Risk,0,29.432399604793464,0,1,Kharif 2,August,Sep To Jan,Feb,1.1239669421487604
85,Rajbari,26.3,80.9,Ripe Papaya,2440,35.0,5.2,84.0,60.0,0.36524813558728225,0.9351623355992904,0.4807424372448502,20.955012133546667,0.4074456752705359,0.411501096715122,0.386772948962686,0.13221819041637842,0.30098572412308455,0.4734955347884813,861.0354503355308,5.76,21.517488429199062,1.7034516861056448,27.96,19.87,52.17,1.325123195433355,12.631698688438522,Optimal,Silty,0.24238342260343726,0.3616640418554766,0.021144014048825238,1.4921154176752178,Moderate,558.92,50.5,1.91,7.13,21.25171102661597,High Risk,1,27.7813446609147,1,0,Kharif 1,April,April To May,April To May,28.705882352941178
28,Shariatpur,22.7,63.2,Wheat,297495,27.0,15.5,89.0,47.0,0.2560372503050639,1.0766754819431434,0.5232721250065773,9.96596108203204,0.5279821302515635,0.5905692628689585,0.5279821302515635,0.11637145947189063,0.11689297951418141,0.3268852722417556,804.6974292719876,5.74,19.924514105656133,2.162501600193484,40.95,26.48,32.57,1.2904645258020842,9.21364132349009,Optimal,Clayey,0.12758542337092826,0.3113098117692884,0.019944840164493174,2.4400108064400072,Moderate,130.03,0.5,1.6,3.34,5.7281938325991195,Low Risk,0,25.543360725894413,0,0,Rabi,December,Jan To March,April,10624.82142857143
616,Feni,25.4,85.0,Mug,752082,39.0,15.1,85.0,71.0,0.33396864609781823,1.0900416494723524,0.5025832161491744,25.319688621488776,0.41773115474562295,0.6268971328821779,0.19308775870818115,0.21094556689603222,0.3817571186942965,0.30209737525863534,714.3020093483052,5.77,31.612941290923565,2.110550721620909,34.78,27.24,37.98,1.3048212729110977,14.978527152687775,Optimal,Loamy,0.2695227884913676,0.2175375520970045,-0.0073980004461697245,0.8071211837583517,Optimal,1338.61,0.5,1.9,5.27,52.701181102362206,Low Risk,0,29.26659437007354,0,0,Kharif 2,February,March To May,May,1220.9123376623377
1312,Meherpur,31.2,70.0,Taramind,14004,35.0,9.6,85.0,70.0,0.33371985337006965,0.9905970999896092,0.4410196758407449,14.357301795286062,0.35022337388942654,0.36158121122527215,0.16825079073852733,0.12091391697586651,0.23303754220164483,0.4300075722739814,918.5918113475736,6.54,20.425879098974427,2.525969114916512,36.31,21.72,41.97,1.3209674814382457,8.086353462658842,Optimal,Loamy,0.17976102826355556,0.3614184384917059,0.04396351475345456,2.010549461042326,Moderate,424.36,54.0,2.19,6.14,13.601282051282052,High Risk,1,29.63907047594822,1,0,Kharif 1,February,March To April,February To May,10.673780487804878
85,Gaibandha,25.6,81.2,Garlic,321,30.0,17.5,85.0,71.0,0.44236235482220604,1.2683179234479707,0.5672612569984211,24.509956689574416,0.46241384497681837,0.5601371357947538,0.12768276766711417,0.20621213632105068,0.2676056208374436,0.4176460274437168,724.9050636675969,6.51,23.82649542439572,3.4622995828238206,30.73,28.05,41.22,1.3073247641722812,6.881696645373201,Optimal,Loamy,0.24871733648264885,0.2917886268859005,0.007088790237454526,1.1731736557345147,Optimal,1091.34,0.5,4.38,8.66,42.63046874999999,Low Risk,0,28.025863205322512,0,0,Kharif 2,October,Nov To Jan,Feb,3.776470588235294
672,Rajshahi,31.7,76.5,Guava,5366,34.0,24.2,94.0,60.0,0.40510376231875067,0.8582011715069737,0.45635514900698576,10.98152021603632,0.32151649168629676,0.4006410194408536,0.15307662820867485,0.11089701721407205,0.07764735147794807,0.257324032804799,919.9572913161575,5.71,23.66424552867492,1.540405777286788,26.96,21.42,51.62,1.2870497406604369,15.362345349259996,Optimal,Silty,0.2463106961041612,0.3526206291013035,0.05550662761358136,1.4316090802333057,Moderate,471.39,62.0,2.19,6.39,14.870347003154574,High Risk,1,31.73661828311861,1,0,Kharif 1,April,April To May,June,7.9851190476190474
82,Pabna,25.0,76.0,Puishak,6742,38.0,25.0,90.0,76.0,0.4755352797197662,2.6249874408416978,0.6087843488861879,25.941066652125652,0.46178014470795115,0.5542851453642832,0.1352767706061343,0.21547701432754232,0.5361871882694019,0.3664493688793678,850.3081336298179,6.32,17.19577717094991,3.287953022513909,37.75,22.08,40.17,1.2919639367353817,5.229933959884358,Optimal,Loamy,0.24125279794716817,0.1886069771788244,0.02764740808633513,0.7817815121055192,Optimal,984.86,0.0,2.51,8.69,39.3944,Low Risk,0,28.942128598623725,0,0,Kharif 2,August,Sep To Jan,Feb,82.21951219512195
70,Natore,22.2,69.0,Groundnut,602,25.0,8.7,81.0,69.0,0.22138924717816774,1.2714600357244135,0.4844724042879448,8.70971954494761,0.452511561757644,0.5565805395370034,0.38425414277770603,0.10125382184437073,0.1692422541423914,0.19590299858260332,825.0269809661302,5.34,17.93545804883256,1.9691242059953782,34.69,33.26,32.05,1.277097668563931,9.10834268058084,Acidic,Loamy,0.20938139387300306,0.3339683725037105,0.012482149087859606,1.5950241152099391,Moderate,75.78,0.0,1.99,3.72,3.4135135135135135,Low Risk,0,24.844663296226155,0,0,Rabi,October,Nov To March,March To April,8.6
4034,Cumilla,19.7,69.6,Chili,2200,35.0,8.9,85.0,51.0,0.2911416530222055,1.1138758084822666,0.4316599425410733,9.906096282863958,0.4123551411093624,0.5890667422077006,0.30505804244041634,0.10210923825111769,0.17844891375161745,0.27686729339224986,792.7023340281679,5.5,24.017885620476854,1.8370463998758872,37.23,21.73,41.04,1.2989088411768246,13.07418561779361,Optimal,Loamy,0.16519962766781673,0.37061077456088765,0.04731192780493288,2.243411681932549,Moderate,73.68,0.0,1.52,2.83,3.74010152284264,Low Risk,0,26.269520584838858,0,0,Rabi,October,Nov To March,March To April,0.5453644025780863
14001,Chattogram,18.4,70.0,Green Coconut,550318,24.0,15.2,85.0,70.0,0.26826157750993945,1.4380691541052275,0.44863373638762905,11.352352270969757,0.5935129412288606,0.7454257067914383,0.5935129412288606,0.029388321906561855,0.2874515637553091,0.2098388652011331,839.0423625528584,5.6,20.580122086510112,1.953597550099328,34.61,27.25,38.14,1.2974211899588775,10.534473738188167,Optimal,Loamy,0.2452497582681072,0.27499461669161124,0.04296114255887782,1.121283945939661,Moderate,1205.62,0.0,2.45,5.49,65.52282608695653,Low Risk,0,24.052384842950467,0,0,Kharif 1,May,June To August,August To September,39.30562102706949
769,Madaripur,21.6,50.0,Onion,15553,24.0,14.3,66.0,50.0,0.2707193890203275,1.1650192885450854,0.5316953718702483,9.950261661531675,0.3649807663321127,0.5048070861957238,0.3395491298417712,0.0676097100248343,-0.015639334379163594,0.2867749604188332,751.9419026576469,5.42,22.79920178806247,1.9892484881430967,41.08,24.75,34.17,1.3029986046053048,11.461213580885932,Acidic,Clayey,0.24337406948491697,0.30226850195858657,0.03456724041346119,1.2419914027748118,Moderate,149.59,0.5,1.69,3.77,6.925462962962962,Low Risk,0,25.284405436700496,0,0,Rabi,October,Nov To March,March To April,20.224967490247074
28,Moulvibazar,16.5,73.0,Lal Shak,1579,35.0,16.5,85.0,73.0,0.28889666506720013,1.1510155782371898,0.7273213952973943,10.4660602286652,0.3842497154360172,0.46346845000538417,0.2759469216689324,0.1608509811884369,0.23045568487876308,0.4682236348125472,583.4956024966903,5.51,22.500868215173934,3.1501283816649432,40.71,15.63,43.66,1.2964878902305614,7.142841652466719,Optimal,Clayey,0.26227036460615244,0.28673205644837235,-0.02075245299448257,1.093268989345989,Moderate,83.51,0.0,1.5,6.09,5.0612121212121215,Low Risk,0,25.118239595684503,0,0,Rabi,September,Oct To Nov,Nov To Feb,56.392857142857146
222094,Magura,22.2,70.0,Chili,45,25.0,14.5,70.0,48.0,0.3567748595969284,1.4351244979120668,0.5159036280599181,9.547889813406496,0.4807169358795765,0.5257053526538219,0.09549076286084221,0.16405703825254567,0.3809002646543963,0.4611205070179861,724.1630481611519,6.41,12.421765506519126,1.0858844155590002,38.82,23.0,38.18,1.301298430536499,11.43930728587218,Optimal,Loamy,0.13097751317038964,0.24291785048391207,-0.010021023458233247,1.8546530973442625,Optimal,101.19,0.0,1.95,8.32,4.558108108108108,Low Risk,0,24.37556178305863,0,0,Rabi,October,Nov To March,March To April,0.0002026169099570452
335,Narsingdi,27.1,58.7,Karala,10,27.1,23.0,71.0,51.0,0.373853505415628,1.1492703586712012,0.5886066773491613,8.39971708608971,0.4180092830810937,0.4907314321781541,0.32575385806889545,0.05132650758558005,0.25205672875686563,0.1420616803291175,617.3753143979118,5.41,17.904831982265215,1.98095405610917,36.02,28.55,35.43,1.3123664842138065,9.03848927088821,Acidic,Loamy,0.3031247222359426,0.4144609233436142,0.037216527946094424,1.3672950206318408,Moderate,82.23,0.0,0.88,2.96,3.0343173431734316,Low Risk,0,25.753695977950446,0,0,Rabi,February,March To July,Aug To Sep,0.029850746268656716
38,Rajshahi,20.0,85.8,Cucumber,537,20.0,9.9,90.0,48.0,0.40326451654108675,1.2635483606682176,0.4936804861912261,17.77064229573197,0.4375325302141553,0.4619716694005018,0.1516021296878175,0.15945721046381445,0.6277170416557099,0.48738610942573546,858.5639700983346,5.74,22.522991121498514,2.1534642427223574,33.06,19.73,47.21,1.278274890617008,10.458957559947915,Optimal,Loamy,0.2691695078448205,0.2888151834453071,-0.010435511358501688,1.072986259691096,Moderate,772.89,46.0,2.74,7.9,38.6445,High Risk,1,27.813546846820103,1,0,Kharif 2,September,Nov To March,March To Jun,14.131578947368421
8,Thakurgaon,29.3,80.1,Green Papaya,2133,30.0,19.5,85.0,71.0,0.3582899130363357,0.7917758057781022,0.5718466219266812,24.883045234323472,0.3356410712221539,0.3356410712221539,0.1791539622920853,0.14414334359990516,0.24502370861497985,0.413136633442587,693.4349261850344,5.71,19.631690330279703,2.040836672323899,35.87,23.79,40.34,1.313590002871708,9.619432361495697,Optimal,Loamy,0.306852490069281,0.5614335079253207,0.08238290777173553,1.829652768333607,Optimal,1043.06,5.5,1.55,6.74,35.59931740614334,Low Risk,0,27.961528487706612,0,0,Kharif 1,June,June To August,August To September,266.625
1623,Dhaka,16.0,81.2,Date Palm,259324,16.0,10.6,90.0,71.0,0.30765460797421923,1.0847509760387106,0.5463967975821029,25.932997356695484,0.20227870137208537,0.26456018426597144,0.20227870137208537,0.02181199304316542,0.24570072857193564,0.6331802161442235,1126.2623131424846,5.68,21.94203743675461,2.2406156286841674,31.37,29.67,38.96,1.2625233372211744,9.792861013667201,Optimal,Loamy,0.3043801145594339,0.2861405693801829,0.004409142810466921,0.9400764231735331,Optimal,1043.06,44.5,2.38,6.5,65.19125,High Risk,1,28.076001812102874,1,0,Kharif 1,April,April To May,Feb To March,159.78065311152187
23,Kushtia,25.0,67.1,Patal,834,25.0,24.7,95.0,46.0,0.45411199171133265,2.1821049050661205,0.561035693345421,24.94004320825662,0.37282311284392133,0.37665453760235,0.12218244247143054,0.1466003668254744,0.19729558081807816,0.5320625168649639,725.675324096565,5.94,21.83855090728452,1.6903772184483692,26.15,33.2,40.65,1.3116739330278675,12.919335796142922,Optimal,Loamy,0.30831528986722695,0.2994093329901261,0.03762540633090347,0.9711141251511202,Moderate,984.86,0.0,2.4,6.86,39.3944,Moderate Risk,0,29.023729855022964,0,0,Kharif 2,August,Sep To Jan,Jan To March,36.26086956521739
176,Bogura,20.4,77.0,Groundnut,2515,34.0,17.9,85.0,52.0,0.3111381677040313,1.2557843777866977,0.5839517113214334,10.18469524839229,0.39259756597239154,0.8002264129617366,0.33806711508920817,0.0895428867787668,0.1910477248399967,0.3388744206651889,652.559219355816,5.39,18.26291789762361,1.845331167275657,37.73,26.46,35.81,1.3202789496629772,9.896824061442562,Acidic,Loamy,0.23619144673511788,0.25780911841615606,0.05303267027009467,1.091526056425243,Moderate,83.29,0.0,2.34,3.55,4.082843137254902,Low Risk,0,29.803604767711327,0,0,Rabi,October,Nov To March,March To April,14.289772727272727
300,Natore,24.7,73.4,Maize 1,8135,32.0,11.6,89.0,69.0,0.21191523218200484,0.8671895285748279,0.34815452841948885,11.967645957532348,0.20330566852553114,0.4287373852206065,0.14512499443313698,0.12266043207365789,0.2825789929244663,0.4589604763468688,832.8935343288806,5.54,30.033792302987816,2.4380272965153167,33.11,27.22,39.67,1.2433468144988915,12.318890910661768,Optimal,Loamy,0.24749988400645845,0.41882701639641934,0.019395518603213525,1.6922311623608282,Optimal,471.39,64.0,1.72,6.54,19.084615384615386,High Risk,1,28.59492627022312,1,0,Kharif 1,March,April To May,June To July,27.116666666666667
