util_practice_desc,year,load_time,state_alpha,county_ansi,reference_period_desc,state_ansi,state_name,domain_desc,sector_desc,asd_desc,county_name,region_desc,end_code,class_desc,location_desc,agg_level_desc,prodn_practice_desc,domaincat_desc,Value,unit_desc,asd_code,freq_desc,group_desc,week_ending,zip_5,statisticcat_desc,begin_code,county_code,congr_district_code,watershed_code,CV (%),country_code,country_name,short_desc,watershed_desc,source_desc,state_fips_code,commodity_desc
GRAIN,2000,2012-01-01 00:00:00.000,IA,035,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,CHEROKEE,,00,ALL CLASSES,"IOWA, NORTHWEST, CHEROKEE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,119.9,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,035,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,041,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,CLAY,,00,ALL CLASSES,"IOWA, NORTHWEST, CLAY",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,153.1,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,041,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,059,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,DICKINSON,,00,ALL CLASSES,"IOWA, NORTHWEST, DICKINSON",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,150.9,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,059,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,063,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,EMMET,,00,ALL CLASSES,"IOWA, NORTHWEST, EMMET",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,156.4,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,063,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,119,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,LYON,,00,ALL CLASSES,"IOWA, NORTHWEST, LYON",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,154.1,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,119,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,141,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,O BRIEN,,00,ALL CLASSES,"IOWA, NORTHWEST, O BRIEN",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,151.4,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,141,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,143,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,OSCEOLA,,00,ALL CLASSES,"IOWA, NORTHWEST, OSCEOLA",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,154.1,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,143,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,147,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,PALO ALTO,,00,ALL CLASSES,"IOWA, NORTHWEST, PALO ALTO",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,154.2,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,147,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,149,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,PLYMOUTH,,00,ALL CLASSES,"IOWA, NORTHWEST, PLYMOUTH",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,119.9,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,149,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,151,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,POCAHONTAS,,00,ALL CLASSES,"IOWA, NORTHWEST, POCAHONTAS",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,155.6,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,151,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,167,YEAR,19,IOWA,TOTAL,CROPS,NORTHWEST,SIOUX,,00,ALL CLASSES,"IOWA, NORTHWEST, SIOUX",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,150,BU / ACRE,10,ANNUAL,FIELD CROPS,,,YIELD,00,167,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,023,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,BUTLER,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, BUTLER",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,140.9,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,023,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,033,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,CERRO GORDO,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, CERRO GORDO",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,149.4,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,033,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,067,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,FLOYD,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, FLOYD",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,142.5,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,067,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,069,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,FRANKLIN,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, FRANKLIN",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,146.1,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,069,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,081,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,HANCOCK,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, HANCOCK",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,154.5,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,081,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,091,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,HUMBOLDT,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, HUMBOLDT",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,158.8,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,091,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,109,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,KOSSUTH,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,157.6,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,109,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,131,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,MITCHELL,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,146.7,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,131,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,189,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,WINNEBAGO,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, WINNEBAGO",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,150.7,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,189,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,195,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,WORTH,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,145.9,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,195,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,197,YEAR,19,IOWA,TOTAL,CROPS,NORTH CENTRAL,WRIGHT,,00,ALL CLASSES,"IOWA, NORTH CENTRAL, WRIGHT",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,155.2,BU / ACRE,20,ANNUAL,FIELD CROPS,,,YIELD,00,197,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,005,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,ALLAMAKEE,,00,ALL CLASSES,"IOWA, NORTHEAST, ALLAMAKEE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,146.6,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,005,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,013,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,BLACK HAWK,,00,ALL CLASSES,"IOWA, NORTHEAST, BLACK HAWK",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,144,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,013,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,017,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,BREMER,,00,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,151.3,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,017,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,019,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,BUCHANAN,,00,ALL CLASSES,"IOWA, NORTHEAST, BUCHANAN",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,140.6,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,019,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,037,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,CHICKASAW,,00,ALL CLASSES,"IOWA, NORTHEAST, CHICKASAW",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,144.4,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,037,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,043,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,CLAYTON,,00,ALL CLASSES,"IOWA, NORTHEAST, CLAYTON",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,147.2,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,043,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,055,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,DELAWARE,,00,ALL CLASSES,"IOWA, NORTHEAST, DELAWARE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,144.2,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,055,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,061,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,DUBUQUE,,00,ALL CLASSES,"IOWA, NORTHEAST, DUBUQUE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,151.3,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,061,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,065,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,FAYETTE,,00,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,146.7,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,065,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,089,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,HOWARD,,00,ALL CLASSES,"IOWA, NORTHEAST, HOWARD",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,140.3,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,089,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,191,YEAR,19,IOWA,TOTAL,CROPS,NORTHEAST,WINNESHIEK,,00,ALL CLASSES,"IOWA, NORTHEAST, WINNESHIEK",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,147.9,BU / ACRE,30,ANNUAL,FIELD CROPS,,,YIELD,00,191,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,009,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,AUDUBON,,00,ALL CLASSES,"IOWA, WEST CENTRAL, AUDUBON",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,136.2,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,009,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,025,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,CALHOUN,,00,ALL CLASSES,"IOWA, WEST CENTRAL, CALHOUN",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,149.5,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,025,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,027,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,CARROLL,,00,ALL CLASSES,"IOWA, WEST CENTRAL, CARROLL",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,136.4,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,027,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,047,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,CRAWFORD,,00,ALL CLASSES,"IOWA, WEST CENTRAL, CRAWFORD",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,131.1,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,047,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,073,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,GREENE,,00,ALL CLASSES,"IOWA, WEST CENTRAL, GREENE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,147,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,073,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,077,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,GUTHRIE,,00,ALL CLASSES,"IOWA, WEST CENTRAL, GUTHRIE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,136.1,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,077,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,085,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,HARRISON,,00,ALL CLASSES,"IOWA, WEST CENTRAL, HARRISON",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,138.5,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,085,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,093,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,IDA,,00,ALL CLASSES,"IOWA, WEST CENTRAL, IDA",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,109.5,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,093,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,133,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,MONONA,,00,ALL CLASSES,"IOWA, WEST CENTRAL, MONONA",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,138.3,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,133,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,161,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,SAC,,00,ALL CLASSES,"IOWA, WEST CENTRAL, SAC",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,128.2,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,161,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,165,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,SHELBY,,00,ALL CLASSES,"IOWA, WEST CENTRAL, SHELBY",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,126.6,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,165,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,193,YEAR,19,IOWA,TOTAL,CROPS,WEST CENTRAL,WOODBURY,,00,ALL CLASSES,"IOWA, WEST CENTRAL, WOODBURY",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,116.7,BU / ACRE,40,ANNUAL,FIELD CROPS,,,YIELD,00,193,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,015,YEAR,19,IOWA,TOTAL,CROPS,CENTRAL,BOONE,,00,ALL CLASSES,"IOWA, CENTRAL, BOONE",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,154.5,BU / ACRE,50,ANNUAL,FIELD CROPS,,,YIELD,00,015,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
GRAIN,2000,2012-01-01 00:00:00.000,IA,049,YEAR,19,IOWA,TOTAL,CROPS,CENTRAL,DALLAS,,00,ALL CLASSES,"IOWA, CENTRAL, DALLAS",COUNTY,ALL PRODUCTION PRACTICES,NOT SPECIFIED,144.3,BU / ACRE,50,ANNUAL,FIELD CROPS,,,YIELD,00,049,,00000000,,9000,UNITED STATES,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",,SURVEY,19,CORN
