Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,Avg_Salinity_Index
245464,1.064665287,Habiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,261337,40,12.0,60,85,696.7802482355273
265787,0.9535003593,Jamalpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,253428,40,12.0,60,85,754.8973015031213
338887,1.14695459,Jashore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,388688,40,12.0,60,85,689.433310655547
116665,0.7944799211,Jhallokati,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,92688,40,12.0,60,85,569.17247021854
252930,1.369529119,Jhenaidah,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,346395,40,12.0,60,85,683.9099685457547
170726,1.137928611,Joypurhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,194274,40,12.0,60,85,755.5575616431242
66694,1.304375206,Khagrachari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,86994,40,12.0,60,85,500.10725213700607
237461,1.120950388,Khulna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,266182,40,12.0,60,85,682.1590194281182
186328,1.158322957,Kishoreganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,215828,40,12.0,60,85,876.2439398427629
283509,1.102067307,Kurigram,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,312446,40,12.0,60,85,792.4069629086493
225972,1.200374383,Kushtia,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,271251,40,12.0,60,85,776.4934705424396
185213,1.053263,Lakshmipur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,195078,40,12.0,60,85,741.7048165468992
189950,1.141163464,Lalmonirhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,216764,40,12.0,60,85,697.8417930736713
40746,0.8303146321,Madaripur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,33832,40,12.0,60,85,747.762894569038
143430,1.062643798,Magura,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,152415,40,12.0,60,85,717.9134368905294
19457,0.9198231999,Manikganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,17897,40,12.0,60,85,855.2757419547362
82524,1.279203626,Meherpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,105565,40,12.0,60,85,737.1903838356752
251081,1.180622986,Moulvibazar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,296432,40,12.0,60,85,576.5795702892858
41822,0.3934053847,Munshiganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,16453,40,12.0,60,85,780.7977452526177
663734,0.9711571202,Mymensingh,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,644590,40,12.0,60,85,722.0789151781311
468054,1.082366565,Naogaon,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,506606,40,12.0,60,85,715.3122681658049
85229,1.068098887,Narail,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,91033,40,12.0,60,85,690.4520866530374
19756,0.5482385098,Narayanganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,10831,40,12.0,60,85,874.9909430059635
97752,1.039313774,Narsingdi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,101595,40,12.0,60,85,736.8481399688881
182696,1.119438849,Natore,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,204517,40,12.0,60,85,745.9808383481169
301949,1.091058424,Netrokona,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,329444,40,12.0,60,85,759.3640417479114
279580,1.103355033,Nilphamari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,308476,40,12.0,60,85,662.4876899141161
382971,1.033623956,Noakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,395848,40,12.0,60,85,647.9486594145636
221929,0.8668718374,Pabna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,192384,40,12.0,60,85,795.6505658138942
246162,1.246549021,Panchagar,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,306853,40,12.0,60,85,603.8437038808935
431833,0.749345233,Patuakhali,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,323592,40,12.0,60,85,723.6587753859428
155038,0.6449257601,Pirojpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,99988,40,12.0,60,85,571.4062360189625
117377,0.9136968912,Rajbari,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,107247,40,12.0,60,85,789.1933034717302
182555,1.273851716,Rajshahi,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,232548,40,12.0,60,85,755.9178007491287
23990,1.199041267,Rangamati,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,28765,40,12.0,60,85,525.108560397284
405055,1.092310921,Rangpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,442446,40,12.0,60,85,655.870952011207
207744,1.108450786,Satkhira,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,230274,40,12.0,60,85,679.0166939211048
32898,0.701501611,Shariatpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,23078,40,12.0,60,85,757.672096869811
202388,0.9527689389,Sherpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,192829,40,12.0,60,85,677.4547800740276
200166,1.104498266,Sirajganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,221083,40,12.0,60,85,931.333043947874
198587,1.044851879,Sunamganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,207494,40,12.0,60,85,786.875204438305
336140,1.05969834,Sylhet,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,356207,40,12.0,60,85,736.6644168555143
249183,0.8334115891,Tangail,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,207672,40,12.0,60,85,786.0532565119972
322836,1.083695746,Thakurgaon,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,349856,40,12.0,60,85,690.524875521508
167,6.700598802,Bagerhat,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1119,30,20.0,60,80,883.0219275597883
128,1.3046875,Bandarban,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,167,30,20.0,60,80,871.774566824814
1597,0.9198497182,Barguna,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1469,30,20.0,60,80,1012.5961121273995
1351,4.071058475,Barishal,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,5500,30,20.0,60,80,959.5129638614181
148,5.155405405,Bhola,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,763,30,20.0,60,80,925.6032514459698
233,3.39055794,Bogura,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,790,30,20.0,60,80,1086.6998506354364
15,0.8666666667,Brahmanbaria,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,13,30,20.0,60,80,799.0592515618822
50,5.26,Chandpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,263,30,20.0,60,80,984.9698542041727
71,2.183098592,Chapai Nawabganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,155,30,20.0,60,80,1022.1396450060806
95,4.810526316,Chattogram,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,457,30,20.0,60,80,946.2680070309598
77,4.701298701,Chuadanga,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,362,30,20.0,60,80,795.207891150735
142,2.605633803,CoxsBazar,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,370,30,20.0,60,80,910.2371214032943
330,1.081818182,Cumilla,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,357,30,20.0,60,80,913.0022692592432
31,7.580645161,Dhaka,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,235,30,20.0,60,80,1029.2200406180193
47,12.10638298,Dinajpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,569,30,20.0,60,80,805.8388926455632
479,1.350730689,Faridpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,647,30,20.0,60,80,1023.3760261528228
28,1.964285714,Feni,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,55,30,20.0,60,80,1211.038877783889
11,13.54545455,Gaibandha,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,149,30,20.0,60,80,1182.3209464304657
40,5.9,Gazipur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,236,30,20.0,60,80,967.6076764862764
52,11.36538462,Gopalganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,591,30,20.0,60,80,878.6298459145404
141,3.780141844,Habiganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,533,30,20.0,60,80,850.8114946123005
86,4.069767442,Jamalpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,350,30,20.0,60,80,1146.2616866680135
204,5.980392157,Jashore,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1220,30,20.0,60,80,922.2913247375768
742,6.132075472,Jhallokati,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,4550,30,20.0,60,80,808.2878616013272
97,14.50515464,Jhenaidah,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1407,30,20.0,60,80,766.1341203091142
31,9.774193548,Joypurhat,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,303,30,20.0,60,80,982.3190881122629
129,2.062015504,Khagrachari,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,266,30,20.0,60,80,845.5260138827657
592,1.491554054,Khulna,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,883,30,20.0,60,80,976.7470073138253
60,9.45,Kishoreganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,567,30,20.0,60,80,905.4467354045564
24,6.958333333,Kurigram,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,167,30,20.0,60,80,969.6510007084167
63,9.238095238,Kushtia,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,582,30,20.0,60,80,930.2543662062332
13,27.69230769,Lakshmipur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,360,30,20.0,60,80,933.014460022504
6,1.5,Lalmonirhat,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,9,30,20.0,60,80,847.766359646961
33,21.18181818,Madaripur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,699,30,20.0,60,80,1095.3046972217842
96,10.33333333,Magura,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,992,30,20.0,60,80,924.633053171217
18,4.111111111,Manikganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,74,30,20.0,60,80,1145.4885094279275
101,1.851485149,Meherpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,187,30,20.0,60,80,836.4072965637137
86,8.976744186,Moulvibazar,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,772,30,20.0,60,80,771.5383544087591
15,9.133333333,Munshiganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,137,30,20.0,60,80,1017.2962471629957
407,1.680589681,Mymensingh,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,684,30,20.0,60,80,902.6254778032317
62,5.548387097,Naogaon,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,344,30,20.0,60,80,1078.3431185309885
218,6.119266055,Narail,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1334,30,20.0,60,80,953.5573172586393
8,17.125,Narayanganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,137,30,20.0,60,80,928.5539633215813
28,7.857142857,Narsingdi,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,220,30,20.0,60,80,835.1781024002817
270,3.074074074,Natore,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,830,30,20.0,60,80,960.0138522252588
64,5.109375,Netrokona,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,327,30,20.0,60,80,1069.9986016871405
5,20.8,Nilphamari,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,104,30,20.0,60,80,859.0639445887105
79,7.417721519,Noakhali,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,586,30,20.0,60,80,892.7393467460697
81,3,Pabna,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,243,30,20.0,60,80,947.9696019997367
19,6.315789474,Panchagar,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,120,30,20.0,60,80,876.4432697540432
400,1.2325,Patuakhali,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,493,30,20.0,60,80,937.9013015939954
394,11.64720812,Pirojpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,4589,30,20.0,60,80,918.2655124550029
233,2.30472103,Rajbari,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,537,30,20.0,60,80,934.6542363471866
183,2.912568306,Rajshahi,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,533,30,20.0,60,80,981.1632526809557
128,1.7265625,Rangamati,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,221,30,20.0,60,80,844.8319732818987
12,10,Rangpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,120,30,20.0,60,80,985.0492344640646
391,2.749360614,Satkhira,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,1075,30,20.0,60,80,1000.8284793588815
84,4.047619048,Shariatpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,340,30,20.0,60,80,1131.7438540035685
58,5.25862069,Sherpur,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,305,30,20.0,60,80,927.0964732315557
23,12.13043478,Sirajganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,279,30,20.0,60,80,1122.7924980279338
41,0.756097561,Sunamganj,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,31,30,20.0,60,80,1070.6503064634555
66,2.121212121,Sylhet,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,140,30,20.0,60,80,1019.7318102325817
518,0.9691119691,Tangail,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,502,30,20.0,60,80,1027.7592711732273
16,6.75,Thakurgaon,Kharif 1,25.0,70.0,Amra,June,June to August,August to September,108,30,20.0,60,80,882.8065724035296
0,#DIV/0!,Bagerhat,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,517.8162711223541
64,0.265625,Bandarban,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,17,30,26.0,20,50,481.86111711278716
0,#DIV/0!,Barguna,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,700.9043525517269
0,#DIV/0!,Barishal,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,764.8579796144244
0,#DIV/0!,Bhola,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,869.4370050584953
6,0.3333333333,Bogura,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,788.5407535084446
0,#DIV/0!,Brahmanbaria,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,757.6894362057642
0,#DIV/0!,Chandpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,722.3182781172522
50,0.38,Chapai Nawabganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,19,30,26.0,20,50,745.512818127511
35,0.6571428571,Chattogram,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,23,30,26.0,20,50,594.6942591983845
24,0.25,Chuadanga,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,6,30,26.0,20,50,710.1506447053257
2,2,CoxsBazar,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,4,30,26.0,20,50,639.3646638507321
2,0,Cumilla,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,655.347146304121
0,#DIV/0!,Dhaka,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,906.1117998042616
15,0.2666666667,Dinajpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,4,30,26.0,20,50,713.9237103608938
5,0.4,Faridpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,775.9917718550253
11,0.1818181818,Feni,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,618.2732878803406
49,0.5918367347,Gaibandha,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,29,30,26.0,20,50,775.7867248374891
2,0,Gazipur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,785.7530389378867
0,#DIV/0!,Gopalganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,647.2486283291205
0,#DIV/0!,Habiganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,696.7802482355273
8,0.25,Jamalpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,754.8973015031213
12,0.3333333333,Jashore,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,4,30,26.0,20,50,689.433310655547
0,#DIV/0!,Jhallokati,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,569.17247021854
0,#DIV/0!,Jhenaidah,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,683.9099685457547
20,0.4,Joypurhat,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,8,30,26.0,20,50,755.5575616431242
29,0.3103448276,Khagrachari,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,9,30,26.0,20,50,500.10725213700607
0,#DIV/0!,Khulna,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,682.1590194281182
0,#DIV/0!,Kishoreganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,876.2439398427629
61,0.2950819672,Kurigram,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,18,30,26.0,20,50,792.4069629086493
91,0.4725274725,Kushtia,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,43,30,26.0,20,50,776.4934705424396
14,0.1428571429,Lakshmipur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,2,30,26.0,20,50,741.7048165468992
7,0.1428571429,Lalmonirhat,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,1,30,26.0,20,50,697.8417930736713
0,#DIV/0!,Madaripur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,747.762894569038
11,0.2727272727,Magura,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,717.9134368905294
0,#DIV/0!,Manikganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,855.2757419547362
16,0.375,Meherpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,6,30,26.0,20,50,737.1903838356752
26,0.2692307692,Moulvibazar,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,7,30,26.0,20,50,576.5795702892858
12,0.25,Munshiganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,780.7977452526177
0,#DIV/0!,Mymensingh,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,722.0789151781311
132,0.4166666667,Naogaon,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,55,30,26.0,20,50,715.3122681658049
0,#DIV/0!,Narail,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,690.4520866530374
0,#DIV/0!,Narayanganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,874.9909430059635
0,#DIV/0!,Narsingdi,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,736.8481399688881
15,0.2,Natore,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,745.9808383481169
8,0.375,Netrokona,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,759.3640417479114
0,#DIV/0!,Nilphamari,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,662.4876899141161
40,0.25,Noakhali,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,10,30,26.0,20,50,647.9486594145636
7,0.7142857143,Pabna,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,5,30,26.0,20,50,795.6505658138942
0,#DIV/0!,Panchagar,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,603.8437038808935
0,#DIV/0!,Patuakhali,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,723.6587753859428
0,#DIV/0!,Pirojpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,571.4062360189625
33,0.2727272727,Rajbari,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,9,30,26.0,20,50,789.1933034717302
6,0.1666666667,Rajshahi,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,1,30,26.0,20,50,755.9178007491287
151,0.5298013245,Rangamati,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,80,30,26.0,20,50,525.108560397284
83,0.734939759,Rangpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,61,30,26.0,20,50,655.870952011207
0,#DIV/0!,Satkhira,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,679.0166939211048
0,#DIV/0!,Shariatpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,757.672096869811
8,0.375,Sherpur,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,3,30,26.0,20,50,677.4547800740276
0,#DIV/0!,Sirajganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,931.333043947874
0,#DIV/0!,Sunamganj,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,786.875204438305
0,#DIV/0!,Sylhet,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,736.6644168555143
3,0,Tangail,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,0,30,26.0,20,50,786.0532565119972
40,0.35,Thakurgaon,Kharif 2,28.0,35.0,Arhar,Aug,Sep to Oct,Nov,14,30,26.0,20,50,690.524875521508
14355,1.118843608,Bagerhat,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,16061,40,12.0,60,85,883.0219275597883
30323,0.80681331,Bandarban,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,24465,40,12.0,60,85,871.774566824814
136821,1.023665958,Barguna,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,140059,40,12.0,60,85,1012.5961121273995
44719,0.7564793488,Barishal,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,33829,40,12.0,60,85,959.5129638614181
225181,0.7846976432,Bhola,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,176699,40,12.0,60,85,925.6032514459698
79878,0.9793184607,Bogura,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,78226,40,12.0,60,85,1086.6998506354364
28171,1.044016897,Brahmanbaria,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,29411,40,12.0,60,85,799.0592515618822
26157,1.04304775,Chandpur,Kharif 1,26.0,72.5,Aus,March,April to july,Aug,27283,40,12.0,60,85,984.9698542041727
