Year,District,Area,Rainfall,Temperature,Humidity,Soil_Type,Irrigation,Crops,Season,NDVI,Wind_Speed,Yield,Price,RainTemp_Interaction
2004,Kodagu,51355,1891.42,22.584344262295083,57.0,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,131763.0,43311,42716.48042459017
2004,Kodagu,160,1891.42,22.584344262295083,57.0,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,404.0,24848,42716.48042459017
2004,Kodagu,10912,1891.42,22.584344262295083,54.0,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,24184.0,761,42716.48042459017
2004,Kodagu,51353,1891.42,22.584344262295083,54.5,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,124387.0,45608,42716.48042459017
2004,Kodagu,142,1891.42,22.584344262295083,56.6,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,343.0,234581,42716.48042459017
2004,Kodagu,10505,1891.42,22.584344262295083,55.5,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,23099.0,646,42716.48042459017
2004,Kodagu,51040,1891.42,22.584344262295083,58.5,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,117825.84,43562,42716.48042459017
2004,Kodagu,154,1891.42,22.584344262295083,59.5,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,336.0,200000,42716.48042459017
2004,Kodagu,10318,1891.42,22.584344262295083,55.0,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,22594.0,4847,42716.48042459017
2004,Kodagu,48083,1891.42,22.584344262295083,53.0,Alluvial,Drip,Coconut,Kharif,0.5597888888888889,9.002655737704918,116481.07,51239,42716.48042459017
2004,Kasaragodu,143,188.35,22.83651315789474,53.5,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,316.0,216396,4301.257253289474
2004,Kasaragodu,9283,188.35,22.83651315789474,52.5,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,21400.0,2644,4301.257253289474
2004,Kasaragodu,47200,188.35,22.83651315789474,56.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,122102.0,44235,4301.257253289474
2004,Kasaragodu,158,188.35,22.83651315789474,57.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,382.0,203317,4301.257253289474
2004,Kasaragodu,8982,188.35,22.83651315789474,57.5,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,19578.0,2134,4301.257253289474
2004,Kasaragodu,46990,188.35,22.83651315789474,57.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,121037.0,45186,4301.257253289474
2004,Kasaragodu,103,188.35,22.83651315789474,55.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,231.0,238542,4301.257253289474
2004,Kasaragodu,8239,188.35,22.83651315789474,56.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,18951.0,1516,4301.257253289474
2004,Kasaragodu,44563,188.35,22.83651315789474,54.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,110579.0,57259,4301.257253289474
2004,Kasaragodu,96,188.35,22.83651315789474,58.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,221.0,234779,4301.257253289474
2004,Kasaragodu,6949,188.35,22.83651315789474,58.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,15362.0,1493,4301.257253289474
2004,Kasaragodu,44663,188.35,22.83651315789474,59.0,Alluvial,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,120373.0,64409,4301.257253289474
2004,Kasaragodu,110,188.35,22.83651315789474,50.0,Red,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,291.0,249978,4301.257253289474
2004,Kasaragodu,6824,188.35,22.83651315789474,54.0,Red,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,17231.0,637,4301.257253289474
2004,Kasaragodu,43013,188.35,22.83651315789474,53.0,Red,Drip,Coconut,Kharif,0.7173888888888889,10.263099337748345,119359.0,43311,4301.257253289474
2004,Raichur,95,329.66,27.13065573770492,52.0,Red,Drip,Coconut,Kharif,0.5092,19.460065573770493,283.0,24848,8943.891970491804
2004,Raichur,6441,329.66,27.13065573770492,51.0,Red,Drip,Coconut,Kharif,0.5092,19.460065573770493,17690.0,761,8943.891970491804
2004,Raichur,4012,329.66,27.13065573770492,57.0,Red,Basin,Coconut,Kharif,0.5092,19.460065573770493,7157.0,45608,8943.891970491804
2004,Raichur,4877,329.66,27.13065573770492,57.0,Red,Basin,Coconut,Kharif,0.5092,19.460065573770493,8700.0,234581,8943.891970491804
2004,Raichur,4930,81.69,24.540526315789474,60.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,41266.0,646,2004.7155947368421
2004,Raichur,4954,81.69,24.540526315789474,57.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,8838.0,43562,2004.7155947368421
2004,Raichur,5019,81.69,24.540526315789474,57.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,8954.0,200000,2004.7155947368421
2004,Raichur,5127,81.69,24.540526315789474,54.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,42915.0,4847,2004.7155947368421
2004,Raichur,5174,81.69,24.540526315789474,54.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,9230.0,51239,2004.7155947368421
2004,Raichur,5294,81.69,24.540526315789474,56.6,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,44313.0,216396,2004.7155947368421
2004,Raichur,5474,81.69,24.540526315789474,55.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,45820.0,2644,2004.7155947368421
2004,Raichur,5864,81.69,24.540526315789474,58.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,49084.0,44235,2004.7155947368421
2004,Raichur,7028,81.69,24.540526315789474,59.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,86311.0,203317,2004.7155947368421
2004,Raichur,7403,81.69,24.540526315789474,55.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,57642.0,2134,2004.7155947368421
2004,Raichur,7501,81.69,24.540526315789474,53.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,58405.0,45186,2004.7155947368421
2004,Raichur,7714,81.69,24.540526315789474,53.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,60751.0,238542,2004.7155947368421
2004,Raichur,7856,81.69,24.540526315789474,52.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,109506.0,1516,2004.7155947368421
2004,Raichur,32,81.69,24.540526315789474,56.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,114.0,57259,2004.7155947368421
2004,Raichur,1,81.69,24.540526315789474,57.0,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,3.0,234779,2004.7155947368421
2004,Raichur,30,81.69,24.540526315789474,57.5,Red,Basin,Coconut,Rabi,0.5092,12.134842105263159,95.0,1493,2004.7155947368421
2004,Kalaburagi,6,66.78,23.43697368421053,57.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,19.0,64409,1565.121102631579
2004,Kalaburagi,15,66.78,23.43697368421053,55.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,54.0,249978,1565.121102631579
2004,Kalaburagi,4,66.78,23.43697368421053,56.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,13.0,200000,1565.121102631579
2004,Kalaburagi,39,66.78,23.43697368421053,54.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,123.0,4847,1565.121102631579
2004,Kalaburagi,6,66.78,23.43697368421053,58.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,19.0,51239,1565.121102631579
2004,Kalaburagi,12,66.78,23.43697368421053,58.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,32.0,216396,1565.121102631579
2004,Kalaburagi,3,66.78,23.43697368421053,59.0,Red,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,8.0,2644,1565.121102631579
2004,Kalaburagi,17,66.78,23.43697368421053,50.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,50.0,44235,1565.121102631579
2004,Kalaburagi,3,66.78,23.43697368421053,54.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,10.0,203317,1565.121102631579
2004,Kalaburagi,9,66.78,23.43697368421053,53.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,29.0,2134,1565.121102631579
2004,Kalaburagi,21,66.78,23.43697368421053,52.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,44.0,45186,1565.121102631579
2004,Kalaburagi,11,66.78,23.43697368421053,51.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,33.0,238542,1565.121102631579
2004,Kalaburagi,4,66.78,23.43697368421053,57.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,14.0,1516,1565.121102631579
2004,Kalaburagi,15,66.78,23.43697368421053,57.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,56.0,57259,1565.121102631579
2004,Kalaburagi,8,66.78,23.43697368421053,60.0,Black,Basin,Coconut,Rabi,0.4841222222222223,11.02121052631579,26.0,234779,1565.121102631579
2004,Kalaburagi,29,188.35,22.83651315789474,57.0,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,98.0,1493,4301.257253289474
2004,Kalaburagi,1,188.35,22.83651315789474,57.0,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,3.0,64409,4301.257253289474
2004,Kalaburagi,13736,188.35,22.83651315789474,54.0,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,58637.0,249978,4301.257253289474
2004,Kalaburagi,14003,188.35,22.83651315789474,54.5,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,59777.0,637,4301.257253289474
2004,Kalaburagi,14179,188.35,22.83651315789474,56.6,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,60528.0,43311,4301.257253289474
2004,Kalaburagi,14319,188.35,22.83651315789474,55.5,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,61126.0,24848,4301.257253289474
2004,Kalaburagi,14464,188.35,22.83651315789474,58.5,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,623687.0,761,4301.257253289474
2004,Kalaburagi,14876,188.35,22.83651315789474,59.5,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,63504.0,45608,4301.257253289474
2004,Kalaburagi,14976,188.35,22.83651315789474,55.0,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,63931.0,234581,4301.257253289474
2004,Kalaburagi,15009,188.35,22.83651315789474,53.0,Black,Basin,Coconut,Zaid,0.4841222222222223,10.263099337748345,73730.0,646,4301.257253289474
2004,Kalaburagi,15114,188.35,22.83651315789474,53.5,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,118416.0,43562,4301.257253289474
2004,Kalaburagi,16224,188.35,22.83651315789474,52.5,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,130132.0,200000,4301.257253289474
2004,Kalaburagi,17095,188.35,22.83651315789474,56.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,154889.0,4847,4301.257253289474
2004,Kalaburagi,17512,188.35,22.83651315789474,57.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,171739.0,51239,4301.257253289474
2004,Kalaburagi,17587,188.35,22.83651315789474,57.5,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,172475.0,216396,4301.257253289474
2004,Kalaburagi,17771,188.35,22.83651315789474,57.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,177939.0,2644,4301.257253289474
2004,Kalaburagi,17825,188.35,22.83651315789474,55.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,313547.0,44235,4301.257253289474
2004,Kalaburagi,3147,188.35,22.83651315789474,56.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,2783.0,203317,4301.257253289474
2004,Kalaburagi,2578,188.35,22.83651315789474,54.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,1533.0,2134,4301.257253289474
2004,Kalaburagi,1591,188.35,22.83651315789474,58.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,1647.0,45186,4301.257253289474
2004,Kalaburagi,1298,188.35,22.83651315789474,58.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,975.0,238542,4301.257253289474
2004,Kalaburagi,4,188.35,22.83651315789474,59.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,2.0,1516,4301.257253289474
2004,Kalaburagi,1122,188.35,22.83651315789474,50.0,Black,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,836.0,57259,4301.257253289474
2004,Kalaburagi,917,188.35,22.83651315789474,54.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,806.0,234779,4301.257253289474
2004,Kalaburagi,819,188.35,22.83651315789474,53.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,880.0,1493,4301.257253289474
2004,Kalaburagi,619,188.35,22.83651315789474,52.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,770.0,64409,4301.257253289474
2004,Kalaburagi,391,188.35,22.83651315789474,51.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,395.0,249978,4301.257253289474
2004,Kalaburagi,211,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,187.0,637,4301.257253289474
2004,Kalaburagi,153,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,187.0,43311,4301.257253289474
2004,Kalaburagi,111,188.35,22.83651315789474,60.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,121.0,24848,4301.257253289474
2004,Kalaburagi,76,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,103.0,761,4301.257253289474
2004,Kalaburagi,53,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,71.0,45608,4301.257253289474
2004,Kalaburagi,2688,188.35,22.83651315789474,54.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3961.0,234581,4301.257253289474
2004,Kalaburagi,2311,188.35,22.83651315789474,54.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4247.0,646,4301.257253289474
2004,Kalaburagi,2188,188.35,22.83651315789474,56.6,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3290.0,43562,4301.257253289474
2004,Kalaburagi,1998,188.35,22.83651315789474,55.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3138.0,200000,4301.257253289474
2004,Kalaburagi,2006,188.35,22.83651315789474,58.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3423.0,4847,4301.257253289474
2004,Kalaburagi,2034,188.35,22.83651315789474,59.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3899.0,51239,4301.257253289474
2004,Kalaburagi,2035,188.35,22.83651315789474,55.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4015.0,216396,4301.257253289474
2004,Kalaburagi,2074,188.35,22.83651315789474,53.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4279.0,2644,4301.257253289474
2004,Kalaburagi,2127,188.35,22.83651315789474,53.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4167.0,44235,4301.257253289474
2004,Kalaburagi,2090,188.35,22.83651315789474,52.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4479.0,203317,4301.257253289474
2004,Kalaburagi,2059,188.35,22.83651315789474,56.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3699.0,2134,4301.257253289474
2004,Kalaburagi,2050,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,4904.0,45186,4301.257253289474
2004,Kalaburagi,1865,188.35,22.83651315789474,57.5,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,2821.0,238542,4301.257253289474
2004,Kalaburagi,1841,188.35,22.83651315789474,57.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3472.0,1516,4301.257253289474
2004,Kalaburagi,1799,188.35,22.83651315789474,55.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,3647.0,200000,4301.257253289474
2004,Kalaburagi,1468,188.35,22.83651315789474,56.0,Loam,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,393.0,4847,4301.257253289474
2004,Kalaburagi,568,188.35,22.83651315789474,54.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,167.0,51239,4301.257253289474
2004,Kalaburagi,407,188.35,22.83651315789474,58.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,71.0,216396,4301.257253289474
2004,Kalaburagi,177,188.35,22.83651315789474,58.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,52.0,2644,4301.257253289474
2004,Kalaburagi,51,188.35,22.83651315789474,59.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,12.0,44235,4301.257253289474
2004,Kalaburagi,173,188.35,22.83651315789474,50.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,51.0,203317,4301.257253289474
2004,Kalaburagi,201,188.35,22.83651315789474,54.0,Red,Spray,Coconut,Zaid,0.4841222222222223,10.263099337748345,61.0,2134,4301.257253289474
2013,Kalaburagi,206,188.35,22.83651315789474,53.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,67.0,45186,4301.257253289474
2014,Kalaburagi,243,188.35,22.83651315789474,52.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,62.0,238542,4301.257253289474
2015,Kalaburagi,123,188.35,22.83651315789474,51.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,32.0,1516,4301.257253289474
2016,Kalaburagi,82,188.35,22.83651315789474,57.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,22.0,57259,4301.257253289474
2017,Kalaburagi,74,188.35,22.83651315789474,57.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,25.0,234779,4301.257253289474
2018,Kalaburagi,18,188.35,22.83651315789474,60.0,Red,Drip,Cocoa,Zaid,0.4841222222222223,10.263099337748345,4.0,1493,4301.257253289474
2004,Kalaburagi,37,188.35,22.83651315789474,57.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,9.0,64409,4301.257253289474
2005,Kalaburagi,35,188.35,22.83651315789474,57.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,12.0,249978,4301.257253289474
2006,Kalaburagi,5974,188.35,22.83651315789474,54.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2089.0,637,4301.257253289474
2007,Kalaburagi,6631,188.35,22.83651315789474,54.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2810.0,43311,4301.257253289474
2008,Kalaburagi,6705,188.35,22.83651315789474,56.6,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,841.0,24848,4301.257253289474
2009,Kalaburagi,5876,188.35,22.83651315789474,55.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,3550.0,761,4301.257253289474
2010,Kalaburagi,326,188.35,22.83651315789474,58.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,109.0,45608,4301.257253289474
2011,Kalaburagi,6470,188.35,22.83651315789474,59.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,3368.0,234581,4301.257253289474
2012,Kalaburagi,6709,188.35,22.83651315789474,55.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,3671.0,646,4301.257253289474
2013,Kalaburagi,6186,188.35,22.83651315789474,53.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2404.0,43562,4301.257253289474
2014,Kalaburagi,6503,188.35,22.83651315789474,53.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2805.0,200000,4301.257253289474
2015,Kalaburagi,5220,188.35,22.83651315789474,52.5,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2331.0,4847,4301.257253289474
2016,Kalaburagi,4677,188.35,22.83651315789474,56.0,Red,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2088.0,51239,4301.257253289474
2017,Kalaburagi,4803,188.35,22.83651315789474,57.0,Black,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,2628.0,216396,4301.257253289474
2018,Kalaburagi,3739,188.35,22.83651315789474,57.5,Black,Drip,Coffee,Zaid,0.4841222222222223,10.263099337748345,1939.0,2644,4301.257253289474
2004,Kalaburagi,3529,188.35,22.83651315789474,57.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,1871.0,44235,4301.257253289474
2005,Kalaburagi,3649,188.35,22.83651315789474,55.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,1868.0,203317,4301.257253289474
2006,Kalaburagi,1374,188.35,22.83651315789474,56.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,127919.0,2134,4301.257253289474
2007,Kalaburagi,933,188.35,22.83651315789474,54.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,75340.0,45186,4301.257253289474
2008,Kalaburagi,345,188.35,22.83651315789474,58.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,29170.0,238542,4301.257253289474
2009,Kalaburagi,29,188.35,22.83651315789474,58.0,Black,Drip,Cardamum,Zaid,0.4841222222222223,10.263099337748345,1901.0,1516,4301.257253289474
2010,Kalaburagi,11,834.23,26.16713114754098,59.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,16.406852459016392,972.0,57259,21829.40581721311
2011,Kalaburagi,10,446.4,26.46139344262295,50.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,19.749245901639345,874.0,234779,11812.366032786884
2012,Kalaburagi,7,495.95,26.724262295081967,54.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,19.326688524590164,592.0,1493,13253.897885245902
2013,Kalaburagi,10,641.45,25.622459016393442,53.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,18.694032786885245,864.0,64409,16435.526336065574
2014,Kalaburagi,56,521.21,27.485491803278688,52.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,18.6096393442623,5373.0,249978,14325.713182786885
2015,Kalaburagi,68,401.39,27.754426229508198,51.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,17.968131147540984,6589.0,637,11140.349144262294
2016,Kalaburagi,56,777.54,26.018360655737702,57.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,17.925934426229507,5107.0,43311,20230.31614426229
2017,Kalaburagi,66,612.36,26.628852459016393,57.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,16.83295081967213,5518.0,24848,16306.44409180328
2018,Kalaburagi,55,355.34,26.708934426229508,60.0,Black,Drip,Cardamum,Kharif,0.4841222222222223,20.22344262295082,4912.0,761,9490.752759016392
2004,Madikeri,42,188.35,22.83651315789474,57.0,Black,Drip,Pepper,Kharif,0.3685333333333334,10.263099337748345,3830.0,45608,4301.257253289474
2005,Madikeri,51179,188.35,22.83651315789474,57.0,Black,Drip,Pepper,Kharif,0.3834,10.263099337748345,4.0,234581,4301.257253289474
2006,Madikeri,468,188.35,22.83651315789474,54.0,Black,Drip,Pepper,Kharif,0.3845,10.263099337748345,9.0,646,4301.257253289474
2007,Madikeri,11841,188.35,22.83651315789474,54.5,Black,Drip,Pepper,Kharif,0.3484444444444444,10.263099337748345,12.0,43562,4301.257253289474
2008,Madikeri,50975,188.35,22.83651315789474,56.6,Black,Drip,Pepper,Kharif,0.3980555555555556,10.263099337748345,2089.0,200000,4301.257253289474
2009,Madikeri,206,188.35,22.83651315789474,55.5,Black,Drip,Pepper,Kharif,0.4008888888888889,10.263099337748345,2810.0,4847,4301.257253289474
